"","FILE","MODEL","RECYCLE","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","NUM_CLUSTERS","N_MONOMERS","FILE_RECYCLE","RANK","V1","Entry.Name","Gene.Names","Gene.Names..primary.","Gene.Names..synonym.","Organism","Organism..ID.","Protein.names","Proteomes","Taxonomic.lineage"
"1276","MYD88_Q5SW75_x1",4,"model_4_multimer_v3_p1_230512_489517_recycled_17",15.48,39.31,0.3215,0.3562,0.1734,139,209,1,2,"MYD88_Q5SW75_x1_4_model_4_multimer_v3_p1_230512_489517_recycled_17",1,"Q5SW75","SSH2_MOUSE","Ssh2 Kiaa1725 Ssh2l","Ssh2","Kiaa1725 Ssh2l","Mus musculus (Mouse)",10090,"Protein phosphatase Slingshot homolog 2 (EC 3.1.3.16) (EC 3.1.3.48) (SSH-like protein 2) (SSH-2L) (mSSH-2L)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1277","MYD88_Q5SWD9_x1",5,"model_5_multimer_v3_p1_230512_675697_recycled_00",9999,70.01,0.6426,0.4308,0.3171,113,162,1,2,"MYD88_Q5SWD9_x1_5_model_5_multimer_v3_p1_230512_675697_recycled_00",1,"Q5SWD9","TSR1_MOUSE","Tsr1 Kiaa1401","Tsr1","Kiaa1401","Mus musculus (Mouse)",10090,"Pre-rRNA-processing protein TSR1 homolog","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1278","MYD88_Q5SWU9_x1",5,"model_5_multimer_v3_p1_230512_949734_recycled_00",9999,75.52,0.558,0.2779,0.0489,116,227,1,2,"MYD88_Q5SWU9_x1_5_model_5_multimer_v3_p1_230512_949734_recycled_00",1,"Q5SWU9","ACACA_MOUSE","Acaca Acac Gm738","Acaca","Acac Gm738","Mus musculus (Mouse)",10090,"Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1279","MYD88_Q5SXJ3_x1",5,"model_5_multimer_v3_p1_230512_809040_recycled_10",8.29,61.18,0.5551,0.4983,0.4046,84,126,1,2,"MYD88_Q5SXJ3_x1_5_model_5_multimer_v3_p1_230512_809040_recycled_10",1,"Q5SXJ3","FANCJ_MOUSE","Brip1 Bach1 Fancj","Brip1","Bach1 Fancj","Mus musculus (Mouse)",10090,"Fanconi anemia group J protein homolog (Protein FACJ) (EC 3.6.4.13) (ATP-dependent RNA helicase BRIP1) (BRCA1-associated C-terminal helicase 1) (BRCA1-interacting protein C-terminal helicase 1) (BRCA1-interacting protein 1)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1280","MYD88_Q5SXY1_x1",4,"model_4_multimer_v3_p1_230512_646636_recycled_01",93.43,45.45,0.2651,0.2823,0.1107,59,59,1,2,"MYD88_Q5SXY1_x1_4_model_4_multimer_v3_p1_230512_646636_recycled_01",1,"Q5SXY1","CYTSB_MOUSE","Specc1 Cytsb Kiaa4061","Specc1","Cytsb Kiaa4061","Mus musculus (Mouse)",10090,"Cytospin-B (Sperm antigen with calponin homology and coiled-coil domains 1)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1281","MYD88_Q5SZT7_x1",5,"model_5_multimer_v2_p1_230329_215521_recycled_04",12.77,55.59,0.2966,0.1993,0.0106,49,47,2,2,"MYD88_Q5SZT7_x1_5_model_5_multimer_v2_p1_230329_215521_recycled_04",1,"Q5SZT7","NKAPL_MOUSE","Nkapl","Nkapl",NA,"Mus musculus (Mouse)",10090,"NKAP-like protein","UP000000589: Chromosome 13","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1282","MYD88_Q5U458_x1",3,"model_3_multimer_v3_p1_230512_739409_recycled_04",13.37,74.71,0.4974,0.3304,0.1289,99,100,1,2,"MYD88_Q5U458_x1_3_model_3_multimer_v3_p1_230512_739409_recycled_04",1,"Q5U458","DJC11_MOUSE","Dnajc11","Dnajc11",NA,"Mus musculus (Mouse)",10090,"DnaJ homolog subfamily C member 11","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1283","MYD88_Q5U4C3_x1",4,"model_4_multimer_v3_p1_230512_226039_recycled_00",9999,33.34,0.2356,0.2407,0.0597,89,134,2,2,"MYD88_Q5U4C3_x1_4_model_4_multimer_v3_p1_230512_226039_recycled_00",1,"Q5U4C3","SFR19_MOUSE","Scaf1 Sfrs19","Scaf1","Sfrs19","Mus musculus (Mouse)",10090,"Splicing factor, arginine/serine-rich 19 (SR-related and CTD-associated factor 1)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1284","MYD88_Q5U4E2_x1",2,"model_2_multimer_v3_p1_230512_048835_recycled_01",50.52,54.14,0.2934,0.2402,0.1152,137,195,1,2,"MYD88_Q5U4E2_x1_2_model_2_multimer_v3_p1_230512_048835_recycled_01",1,"Q5U4E2","REPI1_MOUSE","Repin1 Zfp464","Repin1","Zfp464","Mus musculus (Mouse)",10090,"Replication initiator 1 (Zinc finger protein 464) (Zfp-464)","UP000000589: Chromosome 6","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1285","MYD88_Q5U5Q9_x1",3,"model_3_multimer_v3_p1_230512_235677_recycled_01",84.64,40.48,0.2765,0.3727,0.2715,85,138,1,2,"MYD88_Q5U5Q9_x1_3_model_3_multimer_v3_p1_230512_235677_recycled_01",1,"Q5U5Q9","UIMC1_MOUSE","Uimc1 Rap80 Rip110 Rxrip110","Uimc1","Rap80 Rip110 Rxrip110","Mus musculus (Mouse)",10090,"BRCA1-A complex subunit RAP80 (Receptor-associated protein 80) (Ubiquitin interaction motif-containing protein 1)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1286","MYD88_Q5XF89_x1",2,"model_2_multimer_v2_p1_230326_670864_recycled_01",81.69,72.5,0.6482,0.0093,3e-04,8,4,2,2,"MYD88_Q5XF89_x1_2_model_2_multimer_v2_p1_230326_670864_recycled_01",1,"Q5XF89","AT133_MOUSE","Atp13a3 Gm542","Atp13a3","Gm542","Mus musculus (Mouse)",10090,"Polyamine-transporting ATPase 13A3 (Putrescine transporting ATPase) (EC 7.6.2.16)","UP000000589: Chromosome 16","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1287","MYD88_Q5XFZ0_x1",5,"model_5_multimer_v3_p1_230512_584978_recycled_00",9999,60.15,0.4726,0.5042,0.3792,85,130,1,2,"MYD88_Q5XFZ0_x1_5_model_5_multimer_v3_p1_230512_584978_recycled_00",1,"Q5XFZ0","CR021_MOUSE",NA,NA,NA,"Mus musculus (Mouse)",10090,"UPF0711 protein C18orf21 homolog","UP000000589: Chromosome 18","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1288","MYD88_Q5XG71_x1",5,"model_5_multimer_v3_p1_230512_228175_recycled_05",1.48,72.61,0.4302,0.2669,0.0903,77,110,1,2,"MYD88_Q5XG71_x1_5_model_5_multimer_v3_p1_230512_228175_recycled_05",1,"Q5XG71","UTP20_MOUSE","Utp20 Drim","Utp20","Drim","Mus musculus (Mouse)",10090,"Small subunit processome component 20 homolog (Down-regulated in metastasis protein)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1289","MYD88_Q5XJY4_x1",3,"model_3_multimer_v3_p1_230512_915002_recycled_09",1.1,66.87,0.4496,0.3572,0.1957,66,94,1,2,"MYD88_Q5XJY4_x1_3_model_3_multimer_v3_p1_230512_915002_recycled_09",1,"Q5XJY4","PARL_MOUSE","Parl Psarl","Parl","Psarl","Mus musculus (Mouse)",10090,"Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane-cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]","UP000000589: Chromosome 16","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1290","MYD88_Q5XJY5_x1",4,"model_4_multimer_v3_p1_230512_165419_recycled_00",9999,65.95,0.3534,0.4165,0.1024,88,118,1,2,"MYD88_Q5XJY5_x1_4_model_4_multimer_v3_p1_230512_165419_recycled_00",1,"Q5XJY5","COPD_MOUSE","Arcn1 Copd","Arcn1","Copd","Mus musculus (Mouse)",10090,"Coatomer subunit delta (Archain) (Delta-coat protein) (Delta-COP)","UP000000589: Chromosome 9","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1291","MYD88_Q60575_x1",3,"model_3_multimer_v3_p1_230512_458581_recycled_01",64.22,41.23,0.3584,0.3098,0.0908,124,199,1,2,"MYD88_Q60575_x1_3_model_3_multimer_v3_p1_230512_458581_recycled_01",1,"Q60575","KIF1B_MOUSE","Kif1b","Kif1b",NA,"Mus musculus (Mouse)",10090,"Kinesin-like protein KIF1B","UP000000589: Chromosome 4","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1292","MYD88_Q60591_x1",2,"model_2_multimer_v3_p1_230512_534349_recycled_00",9999,44.81,0.3272,0.5019,0.1951,200,357,1,2,"MYD88_Q60591_x1_2_model_2_multimer_v3_p1_230512_534349_recycled_00",1,"Q60591","NFAC2_MOUSE","Nfatc2 Nfat1 Nfatp","Nfatc2","Nfat1 Nfatp","Mus musculus (Mouse)",10090,"Nuclear factor of activated T-cells, cytoplasmic 2 (NF-ATc2) (NFATc2) (NFAT pre-existing subunit) (NF-ATp) (T-cell transcription factor NFAT1)","UP000000589: Chromosome 2","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1293","MYD88_Q60596_x1",3,"model_3_multimer_v3_p1_230512_344390_recycled_00",9999,52.54,0.3111,0.3419,0.2643,197,417,1,2,"MYD88_Q60596_x1_3_model_3_multimer_v3_p1_230512_344390_recycled_00",1,"Q60596","XRCC1_MOUSE","Xrcc1 Xrcc-1","Xrcc1","Xrcc-1","Mus musculus (Mouse)",10090,"DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)","UP000000589: Chromosome 7","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1294","MYD88_Q60597_x1",2,"model_2_multimer_v3_p1_230511_891077_recycled_18",2.9,82.23,0.7138,0.464,0.0821,75,108,1,2,"MYD88_Q60597_x1_2_model_2_multimer_v3_p1_230511_891077_recycled_18",1,"Q60597","ODO1_MOUSE","Ogdh Kiaa4192","Ogdh","Kiaa4192","Mus musculus (Mouse)",10090,"2-oxoglutarate dehydrogenase complex component E1 (E1o) (OGDC-E1) (OGDH-E1) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1295","MYD88_Q60605_x1",4,"model_4_multimer_v3_p1_230512_055002_recycled_00",9999,63.05,0.4156,0.3377,0.1065,73,104,1,2,"MYD88_Q60605_x1_4_model_4_multimer_v3_p1_230512_055002_recycled_00",1,"Q60605","MYL6_MOUSE","Myl6 Myln","Myl6","Myln","Mus musculus (Mouse)",10090,"Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)","UP000000589: Chromosome 10","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1296","MYD88_Q60610_x1",5,"model_5_multimer_v3_p1_230512_639149_recycled_00",9999,48.77,0.377,0.4797,0.3097,124,217,1,2,"MYD88_Q60610_x1_5_model_5_multimer_v3_p1_230512_639149_recycled_00",1,"Q60610","TIAM1_MOUSE","Tiam1 Tiam-1","Tiam1","Tiam-1","Mus musculus (Mouse)",10090,"Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1297","MYD88_Q60631_x1",2,"model_2_multimer_v2_p1_230326_521266_recycled_03",6.43,74.86,0.3608,0.2279,0.0756,25,35,1,2,"MYD88_Q60631_x1_2_model_2_multimer_v2_p1_230326_521266_recycled_03",1,"Q60631","GRB2_MOUSE","Grb2","Grb2",NA,"Mus musculus (Mouse)",10090,"Growth factor receptor-bound protein 2 (Adapter protein GRB2) (SH2/SH3 adapter GRB2)","UP000000589: Chromosome 11","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1298","MYD88_Q60632_x1",3,"model_3_multimer_v2_p1_230329_382189_recycled_03",15.54,69.83,0.4268,0.2541,0.0786,34,28,1,2,"MYD88_Q60632_x1_3_model_3_multimer_v2_p1_230329_382189_recycled_03",1,"Q60632","COT1_MOUSE","Nr2f1 Erbal3 Tfcoup1","Nr2f1","Erbal3 Tfcoup1","Mus musculus (Mouse)",10090,"COUP transcription factor 1 (COUP-TF1) (COUP transcription factor I) (COUP-TF I) (Nuclear receptor subfamily 2 group F member 1) (V-erbA-related protein 3) (EAR-3)","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
"1299","MYD88_Q60664_x1",5,"model_5_multimer_v2_p1_230326_194683_recycled_08",18.3,53.49,0.2633,0.346,0.0075,43,62,2,2,"MYD88_Q60664_x1_5_model_5_multimer_v2_p1_230326_194683_recycled_08",1,"Q60664","IRAG2_MOUSE","Irag2 Jaw1 Lrmp","Irag2","Jaw1 Lrmp","Mus musculus (Mouse)",10090,"Inositol 1,4,5-triphosphate receptor associated 2 (Lymphoid-restricted membrane protein) (Protein Jaw1) [Cleaved into: Processed inositol 1,4,5-triphosphate receptor associated 2]","UP000000589: Unplaced","Mus (subgenus), Mus (genus), Murinae (subfamily), Muridae (family), Muroidea (no rank), Myomorpha (suborder), Rodentia (order), Glires (no rank), Euarchontoglires (superorder), Boreoeutheria (no rank), Eutheria (no rank), Theria (no rank), Mammalia (class), Amniota (no rank), Tetrapoda (no rank), Dipnotetrapodomorpha (no rank), Sarcopterygii (superclass), Euteleostomi (no rank), Teleostomi (no rank), Gnathostomata (no rank), Vertebrata (no rank), Craniata (subphylum), Chordata (phylum), Deuterostomia (no rank), Bilateria (no rank), Eumetazoa (no rank), Metazoa (kingdom), Opisthokonta (no rank), Eukaryota (superkingdom), cellular organisms (no rank)"
