"FILE","MODEL","TOL","pLDDT","pTM","piTM","iScore","iRes","iCnt","FILE_MODEL","NUM_CLUSTERS","N_MONOMERS","ORIGIN","FILE_N","RANK","inv.RANK","VIS"
"MYD88_Q8BJA3_x1",1,4.13,63.35,0.3654,0.2895,0.1869,61,73,"MYD88_Q8BJA3_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BJA3_x1_2",1,5,NA
"MYD88_Q8BJA3_x1",2,2.77,63.16,0.3066,0.0014,0,2,1,"MYD88_Q8BJA3_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BJA3_x1_2",5,1,"none"
"MYD88_Q8BJA3_x1",3,2.39,61.56,0.3418,0.2826,0.088,49,41,"MYD88_Q8BJA3_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BJA3_x1_2",3,3,NA
"MYD88_Q8BJA3_x1",4,7.78,65.27,0.3828,0.2466,0.1204,27,26,"MYD88_Q8BJA3_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BJA3_x1_2",2,4,NA
"MYD88_Q8BJA3_x1",5,12.57,63.4,0.3451,0.0532,0.0125,16,14,"MYD88_Q8BJA3_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BJA3_x1_2",4,2,NA
"MYD88_Q8BJL1_x1",1,5.21,62.78,0.4627,0.0406,0.0082,14,13,"MYD88_Q8BJL1_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BJL1_x1_2",1,5,NA
"MYD88_Q8BJL1_x1",2,17.98,61.21,0.4246,0,0,0,0,"MYD88_Q8BJL1_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BJL1_x1_2",5,1,"none"
"MYD88_Q8BJL1_x1",3,5.52,59.19,0.3864,0.0045,0,4,2,"MYD88_Q8BJL1_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BJL1_x1_2",5,1,"none"
"MYD88_Q8BJL1_x1",4,7.3,59.79,0.4106,0.0324,0.0034,13,10,"MYD88_Q8BJL1_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BJL1_x1_2",2,4,NA
"MYD88_Q8BJL1_x1",5,6.7,58.99,0.4144,0,0,0,0,"MYD88_Q8BJL1_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BJL1_x1_2",5,1,"none"
"MYD88_Q8BL66_x1",1,14.54,67.26,0.2648,0,0,0,0,"MYD88_Q8BL66_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BL66_x1_2",5,1,"none"
"MYD88_Q8BL66_x1",2,31.93,58.51,0.319,0,0,0,0,"MYD88_Q8BL66_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BL66_x1_2",5,1,"none"
"MYD88_Q8BL66_x1",3,28.08,55.8,0.2842,0.0878,0.032,19,20,"MYD88_Q8BL66_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BL66_x1_2",1,5,NA
"MYD88_Q8BL66_x1",4,6.65,59.39,0.2461,0,0,0,0,"MYD88_Q8BL66_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BL66_x1_2",5,1,"none"
"MYD88_Q8BL66_x1",5,10.53,63.06,0.251,0.0721,0.0115,21,21,"MYD88_Q8BL66_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BL66_x1_2",2,4,NA
"MYD88_Q8BMG7_x1",1,4.22,78.38,0.4842,0,0,0,0,"MYD88_Q8BMG7_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BMG7_x1_2",5,1,"none"
"MYD88_Q8BMG7_x1",2,3.23,76.02,0.4795,0,0,0,0,"MYD88_Q8BMG7_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BMG7_x1_2",5,1,"none"
"MYD88_Q8BMG7_x1",3,2.06,78.5,0.4854,0,0,0,0,"MYD88_Q8BMG7_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BMG7_x1_2",5,1,"none"
"MYD88_Q8BMG7_x1",4,1.16,78.67,0.4696,0,0,0,0,"MYD88_Q8BMG7_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BMG7_x1_2",5,1,"none"
"MYD88_Q8BMG7_x1",5,2.44,77.28,0.4729,0,0,0,0,"MYD88_Q8BMG7_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BMG7_x1_2",5,1,"none"
"MYD88_Q8BP40_x1",1,1.2,82.21,0.5857,0.3093,0.0204,34,35,"MYD88_Q8BP40_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BP40_x1_2",1,5,NA
"MYD88_Q8BP40_x1",2,1.79,81.07,0.5791,0.0501,7e-04,18,20,"MYD88_Q8BP40_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BP40_x1_2",4,2,NA
"MYD88_Q8BP40_x1",3,3.53,81.83,0.5963,0.0709,0.0065,24,28,"MYD88_Q8BP40_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BP40_x1_2",2,4,NA
"MYD88_Q8BP40_x1",4,0.86,82.37,0.5853,0.0494,0.001,17,13,"MYD88_Q8BP40_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BP40_x1_2",3,3,NA
"MYD88_Q8BP40_x1",5,2.62,81.67,0.5613,0,0,0,0,"MYD88_Q8BP40_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BP40_x1_2",5,1,"none"
"MYD88_Q8BP92_x1",1,2.91,67.47,0.416,0.1561,0.0055,28,24,"MYD88_Q8BP92_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BP92_x1_2",1,5,NA
"MYD88_Q8BP92_x1",2,1.79,68.26,0.4172,0.028,6e-04,16,10,"MYD88_Q8BP92_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BP92_x1_2",3,3,NA
"MYD88_Q8BP92_x1",3,2.83,68.78,0.3959,0.0139,1e-04,9,7,"MYD88_Q8BP92_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BP92_x1_2",4,2,NA
"MYD88_Q8BP92_x1",4,4.16,70.4,0.3928,0.015,0,7,7,"MYD88_Q8BP92_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BP92_x1_2",5,1,"none"
"MYD88_Q8BP92_x1",5,2.27,68.27,0.4202,0.1258,0.004,25,18,"MYD88_Q8BP92_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BP92_x1_2",2,4,NA
"MYD88_Q8BRN9_x1",1,7.06,63.77,0.283,0,0,0,0,"MYD88_Q8BRN9_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BRN9_x1_2",5,1,"none"
"MYD88_Q8BRN9_x1",2,19.41,62.55,0.2829,0,0,0,0,"MYD88_Q8BRN9_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BRN9_x1_2",5,1,"none"
"MYD88_Q8BRN9_x1",3,40.6,62.77,0.2796,0,0,0,0,"MYD88_Q8BRN9_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BRN9_x1_2",5,1,"none"
"MYD88_Q8BRN9_x1",4,5.71,63.65,0.2912,0,0,0,0,"MYD88_Q8BRN9_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BRN9_x1_2",5,1,"none"
"MYD88_Q8BRN9_x1",5,15.97,60.69,0.292,0,0,0,0,"MYD88_Q8BRN9_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BRN9_x1_2",5,1,"none"
"MYD88_Q8BUL5_x1",1,1.18,82.32,0.5096,0.0301,4e-04,11,9,"MYD88_Q8BUL5_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BUL5_x1_2",1,5,NA
"MYD88_Q8BUL5_x1",2,2.09,81.14,0.4797,0.0014,0,2,1,"MYD88_Q8BUL5_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BUL5_x1_2",5,1,"none"
"MYD88_Q8BUL5_x1",3,1.2,82.83,0.526,0.0114,1e-04,7,4,"MYD88_Q8BUL5_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BUL5_x1_2",2,4,NA
"MYD88_Q8BUL5_x1",4,0.61,82.41,0.4894,0,0,0,0,"MYD88_Q8BUL5_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BUL5_x1_2",5,1,"none"
"MYD88_Q8BUL5_x1",5,1.29,81.25,0.5129,0,0,0,0,"MYD88_Q8BUL5_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BUL5_x1_2",5,1,"none"
"MYD88_Q8BVL9_x1",1,7.58,68.75,0.2457,0,0,0,0,"MYD88_Q8BVL9_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BVL9_x1_2",5,1,"none"
"MYD88_Q8BVL9_x1",2,7.56,64.24,0.2511,0,0,0,0,"MYD88_Q8BVL9_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BVL9_x1_2",5,1,"none"
"MYD88_Q8BVL9_x1",3,5.23,66.68,0.2445,0,0,0,0,"MYD88_Q8BVL9_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BVL9_x1_2",5,1,"none"
"MYD88_Q8BVL9_x1",4,2.27,67.98,0.2528,0,0,0,0,"MYD88_Q8BVL9_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BVL9_x1_2",5,1,"none"
"MYD88_Q8BVL9_x1",5,13.23,65.64,0.2476,0,0,0,0,"MYD88_Q8BVL9_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BVL9_x1_2",5,1,"none"
"MYD88_Q8BVR6_x1",1,1.74,76.62,0.5348,0.2767,0.025,32,29,"MYD88_Q8BVR6_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BVR6_x1_2",2,4,NA
"MYD88_Q8BVR6_x1",2,1.72,78.19,0.5473,0.0664,0.0056,17,13,"MYD88_Q8BVR6_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BVR6_x1_2",4,2,NA
"MYD88_Q8BVR6_x1",3,1.6,77.87,0.5412,0.2337,0.018,25,26,"MYD88_Q8BVR6_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BVR6_x1_2",3,3,NA
"MYD88_Q8BVR6_x1",4,5.5,77.52,0.5347,0.1194,0.0048,23,19,"MYD88_Q8BVR6_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BVR6_x1_2",5,1,NA
"MYD88_Q8BVR6_x1",5,1.9,77.07,0.5343,0.3292,0.0294,32,37,"MYD88_Q8BVR6_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BVR6_x1_2",1,5,NA
"MYD88_Q8BWR2_x1",1,0.83,73.03,0.3675,0.0898,0.005,30,32,"MYD88_Q8BWR2_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BWR2_x1_2",2,4,NA
"MYD88_Q8BWR2_x1",2,2.75,71.36,0.3749,0.2291,0.0183,45,42,"MYD88_Q8BWR2_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BWR2_x1_2",1,5,NA
"MYD88_Q8BWR2_x1",3,1.69,73.55,0.3571,0.0028,0,4,2,"MYD88_Q8BWR2_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BWR2_x1_2",5,1,"none"
"MYD88_Q8BWR2_x1",4,0.99,74.85,0.363,0.0121,1e-04,8,5,"MYD88_Q8BWR2_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BWR2_x1_2",4,2,NA
"MYD88_Q8BWR2_x1",5,1.58,72.22,0.3727,0.0315,4e-04,12,8,"MYD88_Q8BWR2_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BWR2_x1_2",3,3,NA
"MYD88_Q8BWY9_x1",1,7.89,74.33,0.5059,0.0014,0,2,1,"MYD88_Q8BWY9_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BWY9_x1_2",5,1,"none"
"MYD88_Q8BWY9_x1",2,8.29,72.78,0.4911,0,0,0,0,"MYD88_Q8BWY9_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BWY9_x1_2",5,1,"none"
"MYD88_Q8BWY9_x1",3,5.98,73.45,0.5075,0.0157,2e-04,8,6,"MYD88_Q8BWY9_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BWY9_x1_2",2,4,NA
"MYD88_Q8BWY9_x1",4,3.31,75.64,0.5732,0.2285,0.1392,26,22,"MYD88_Q8BWY9_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BWY9_x1_2",1,5,NA
"MYD88_Q8BWY9_x1",5,3.61,75.72,0.4974,0,0,0,0,"MYD88_Q8BWY9_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BWY9_x1_2",5,1,"none"
"MYD88_Q8BYC6_x1",1,6.17,76.28,0.5499,0.0036,0,3,2,"MYD88_Q8BYC6_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BYC6_x1_2",5,1,"none"
"MYD88_Q8BYC6_x1",2,0.79,77.15,0.6051,0.2623,0.0804,35,28,"MYD88_Q8BYC6_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BYC6_x1_2",1,5,NA
"MYD88_Q8BYC6_x1",3,12.08,75.72,0.4464,0.2502,0.0678,44,64,"MYD88_Q8BYC6_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BYC6_x1_2",2,4,NA
"MYD88_Q8BYC6_x1",4,3.29,76.97,0.5682,0.1079,0.0144,22,14,"MYD88_Q8BYC6_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BYC6_x1_2",3,3,NA
"MYD88_Q8BYC6_x1",5,4.23,75.39,0.5294,0.0014,0,2,1,"MYD88_Q8BYC6_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BYC6_x1_2",5,1,"none"
"MYD88_Q8BYH7_x1",1,5.36,70.95,0.4378,0.0072,1e-04,6,3,"MYD88_Q8BYH7_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BYH7_x1_2",3,3,NA
"MYD88_Q8BYH7_x1",2,11.44,70.93,0.4224,0.0053,1e-04,4,2,"MYD88_Q8BYH7_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BYH7_x1_2",3,3,NA
"MYD88_Q8BYH7_x1",3,4.56,70.7,0.4192,0.0014,0,2,1,"MYD88_Q8BYH7_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BYH7_x1_2",5,1,"none"
"MYD88_Q8BYH7_x1",4,3.66,72.32,0.423,0.0014,0,2,1,"MYD88_Q8BYH7_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BYH7_x1_2",5,1,"none"
"MYD88_Q8BYH7_x1",5,14.06,69.69,0.423,0.3164,0.0109,39,44,"MYD88_Q8BYH7_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BYH7_x1_2",1,5,NA
"MYD88_Q8BYH8_x1",1,15.51,46.97,0.3782,0,0,0,0,"MYD88_Q8BYH8_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BYH8_x1_2",5,1,"none"
"MYD88_Q8BYH8_x1",2,31.23,40.51,0.3805,0.3343,0.002,32,49,"MYD88_Q8BYH8_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BYH8_x1_2",3,3,NA
"MYD88_Q8BYH8_x1",3,25.07,43.15,0.3797,0.0129,0,6,5,"MYD88_Q8BYH8_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BYH8_x1_2",5,1,"none"
"MYD88_Q8BYH8_x1",4,18.52,44.2,0.3785,0.3036,0.0085,61,104,"MYD88_Q8BYH8_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BYH8_x1_2",1,5,NA
"MYD88_Q8BYH8_x1",5,29.22,45.55,0.3729,0.514,0.007,59,128,"MYD88_Q8BYH8_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BYH8_x1_2",2,4,NA
"MYD88_Q8BYJ6_x1",1,20.77,63.6,0.4287,0,0,0,0,"MYD88_Q8BYJ6_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BYJ6_x1_2",5,1,"none"
"MYD88_Q8BYJ6_x1",2,6.69,62.38,0.4341,0.0637,0.0169,16,13,"MYD88_Q8BYJ6_x1_x2_model_2",1,2,"MYD88","MYD88_Q8BYJ6_x1_2",3,3,NA
"MYD88_Q8BYJ6_x1",3,3.68,62.49,0.4279,0.2234,0.0924,31,32,"MYD88_Q8BYJ6_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BYJ6_x1_2",1,5,NA
"MYD88_Q8BYJ6_x1",4,5.05,64.25,0.4477,0.067,0.0173,18,14,"MYD88_Q8BYJ6_x1_x2_model_4",1,2,"MYD88","MYD88_Q8BYJ6_x1_2",2,4,NA
"MYD88_Q8BYJ6_x1",5,17.49,61.72,0.4042,0.0299,8e-04,15,13,"MYD88_Q8BYJ6_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BYJ6_x1_2",4,2,NA
"MYD88_Q8BZ05_x1",1,25.8,63.58,0.3792,0,0,0,0,"MYD88_Q8BZ05_x1_x2_model_1",2,2,"MYD88","MYD88_Q8BZ05_x1_2",5,1,"none"
"MYD88_Q8BZ05_x1",2,23.87,59.64,0.3337,0.0083,0,6,5,"MYD88_Q8BZ05_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BZ05_x1_2",5,1,"none"
"MYD88_Q8BZ05_x1",3,12.6,62.03,0.3559,0,0,0,0,"MYD88_Q8BZ05_x1_x2_model_3",2,2,"MYD88","MYD88_Q8BZ05_x1_2",5,1,"none"
"MYD88_Q8BZ05_x1",4,11.25,63.83,0.3857,0,0,0,0,"MYD88_Q8BZ05_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BZ05_x1_2",5,1,"none"
"MYD88_Q8BZ05_x1",5,19.66,60.65,0.3393,0,0,0,0,"MYD88_Q8BZ05_x1_x2_model_5",2,2,"MYD88","MYD88_Q8BZ05_x1_2",5,1,"none"
"MYD88_Q8BZX4_x1",1,9.37,53.73,0.3503,0.4064,0.214,47,61,"MYD88_Q8BZX4_x1_x2_model_1",1,2,"MYD88","MYD88_Q8BZX4_x1_2",3,3,NA
"MYD88_Q8BZX4_x1",2,19.12,54.07,0.2787,0.0089,3e-04,6,4,"MYD88_Q8BZX4_x1_x2_model_2",2,2,"MYD88","MYD88_Q8BZX4_x1_2",4,2,NA
"MYD88_Q8BZX4_x1",3,13.26,54.8,0.3042,0.3831,0.2377,44,50,"MYD88_Q8BZX4_x1_x2_model_3",1,2,"MYD88","MYD88_Q8BZX4_x1_2",2,4,NA
"MYD88_Q8BZX4_x1",4,5.86,53.98,0.2717,0.0093,1e-04,5,3,"MYD88_Q8BZX4_x1_x2_model_4",2,2,"MYD88","MYD88_Q8BZX4_x1_2",5,1,NA
"MYD88_Q8BZX4_x1",5,11.04,53.36,0.2897,0.4444,0.3082,46,54,"MYD88_Q8BZX4_x1_x2_model_5",1,2,"MYD88","MYD88_Q8BZX4_x1_2",1,5,NA
"MYD88_Q8C0E2_x1",1,1.75,78.25,0.5051,0.1963,0.0283,33,32,"MYD88_Q8C0E2_x1_x2_model_1",1,2,"MYD88","MYD88_Q8C0E2_x1_2",1,5,NA
"MYD88_Q8C0E2_x1",2,3.51,77.96,0.4844,0.2022,0.012,34,41,"MYD88_Q8C0E2_x1_x2_model_2",1,2,"MYD88","MYD88_Q8C0E2_x1_2",3,3,NA
"MYD88_Q8C0E2_x1",3,0.86,76.95,0.5061,0.2151,0.0261,35,28,"MYD88_Q8C0E2_x1_x2_model_3",1,2,"MYD88","MYD88_Q8C0E2_x1_2",2,4,NA
"MYD88_Q8C0E2_x1",4,0.72,77.67,0.4999,0.1715,0.0111,29,20,"MYD88_Q8C0E2_x1_x2_model_4",1,2,"MYD88","MYD88_Q8C0E2_x1_2",4,2,NA
"MYD88_Q8C0E2_x1",5,1.78,76.2,0.4833,0.1138,0.0046,24,19,"MYD88_Q8C0E2_x1_x2_model_5",1,2,"MYD88","MYD88_Q8C0E2_x1_2",5,1,NA
"MYD88_Q8C0M9_x1",1,1.41,83.74,0.5235,0,0,0,0,"MYD88_Q8C0M9_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C0M9_x1_2",5,1,"none"
"MYD88_Q8C0M9_x1",2,1.61,82.51,0.5246,0,0,0,0,"MYD88_Q8C0M9_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C0M9_x1_2",5,1,"none"
"MYD88_Q8C0M9_x1",3,0.8,84.22,0.527,0,0,0,0,"MYD88_Q8C0M9_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C0M9_x1_2",5,1,"none"
"MYD88_Q8C0M9_x1",4,1.31,83.53,0.5262,0,0,0,0,"MYD88_Q8C0M9_x1_x2_model_4",2,2,"MYD88","MYD88_Q8C0M9_x1_2",5,1,"none"
"MYD88_Q8C0M9_x1",5,1.25,82.51,0.5211,0,0,0,0,"MYD88_Q8C0M9_x1_x2_model_5",2,2,"MYD88","MYD88_Q8C0M9_x1_2",5,1,"none"
"MYD88_Q8C0V0_x1",1,4.73,67.49,0.4779,0.2359,0.0077,35,48,"MYD88_Q8C0V0_x1_x2_model_1",1,2,"MYD88","MYD88_Q8C0V0_x1_2",1,5,NA
"MYD88_Q8C0V0_x1",2,22.59,67.76,0.4693,0.0044,0,4,2,"MYD88_Q8C0V0_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C0V0_x1_2",5,1,"none"
"MYD88_Q8C0V0_x1",3,15.23,67.37,0.4739,0.0501,0.0017,19,17,"MYD88_Q8C0V0_x1_x2_model_3",1,2,"MYD88","MYD88_Q8C0V0_x1_2",2,4,NA
"MYD88_Q8C0V0_x1",4,6.37,69.75,0.4753,0,0,0,0,"MYD88_Q8C0V0_x1_x2_model_4",2,2,"MYD88","MYD88_Q8C0V0_x1_2",5,1,"none"
"MYD88_Q8C0V0_x1",5,6.84,67.14,0.4705,0.0259,1e-04,11,8,"MYD88_Q8C0V0_x1_x2_model_5",2,2,"MYD88","MYD88_Q8C0V0_x1_2",3,3,NA
"MYD88_Q8C145_x1",1,6.37,56.29,0.3372,0.0111,1e-04,8,6,"MYD88_Q8C145_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C145_x1_2",4,2,NA
"MYD88_Q8C145_x1",2,16.28,54.79,0.3346,0.0275,6e-04,13,8,"MYD88_Q8C145_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C145_x1_2",3,3,NA
"MYD88_Q8C145_x1",3,17.98,54.28,0.3172,0,0,0,0,"MYD88_Q8C145_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C145_x1_2",5,1,"none"
"MYD88_Q8C145_x1",4,7.55,55.59,0.3285,0.0417,0.0015,21,14,"MYD88_Q8C145_x1_x2_model_4",1,2,"MYD88","MYD88_Q8C145_x1_2",2,4,NA
"MYD88_Q8C145_x1",5,17.74,54.53,0.3473,0.1183,0.0154,25,22,"MYD88_Q8C145_x1_x2_model_5",1,2,"MYD88","MYD88_Q8C145_x1_2",1,5,NA
"MYD88_Q8C1A5_x1",1,1.2,85.27,0.6737,0,0,0,0,"MYD88_Q8C1A5_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C1A5_x1_2",5,1,"none"
"MYD88_Q8C1A5_x1",2,0.83,85.4,0.6795,0.0432,3e-04,15,13,"MYD88_Q8C1A5_x1_x2_model_2",1,2,"MYD88","MYD88_Q8C1A5_x1_2",3,3,NA
"MYD88_Q8C1A5_x1",3,1.07,86.63,0.6749,0.0052,0,6,3,"MYD88_Q8C1A5_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C1A5_x1_2",5,1,"none"
"MYD88_Q8C1A5_x1",4,0.46,87.41,0.6837,0.0597,0.0011,23,38,"MYD88_Q8C1A5_x1_x2_model_4",1,2,"MYD88","MYD88_Q8C1A5_x1_2",2,4,NA
"MYD88_Q8C1A5_x1",5,1.14,85.02,0.6697,0.6485,0.0318,75,131,"MYD88_Q8C1A5_x1_x2_model_5",1,2,"MYD88","MYD88_Q8C1A5_x1_2",1,5,NA
"MYD88_Q8C208_x1",1,4.8,46.3,0.267,0.0378,8e-04,12,8,"MYD88_Q8C208_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C208_x1_2",2,4,NA
"MYD88_Q8C208_x1",2,7.45,47.26,0.2762,0.0177,4e-04,13,9,"MYD88_Q8C208_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C208_x1_2",4,2,NA
"MYD88_Q8C208_x1",3,15.82,46.81,0.2619,0.0049,0,4,2,"MYD88_Q8C208_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C208_x1_2",5,1,"none"
"MYD88_Q8C208_x1",4,14,48.97,0.2717,0.025,5e-04,13,9,"MYD88_Q8C208_x1_x2_model_4",2,2,"MYD88","MYD88_Q8C208_x1_2",3,3,NA
"MYD88_Q8C208_x1",5,10.65,47.92,0.2812,0.2973,0.1274,54,58,"MYD88_Q8C208_x1_x2_model_5",1,2,"MYD88","MYD88_Q8C208_x1_2",1,5,NA
"MYD88_Q8C3R1_x1",1,0.65,80.49,0.6235,0,0,0,0,"MYD88_Q8C3R1_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C3R1_x1_2",5,1,"none"
"MYD88_Q8C3R1_x1",2,1.93,77.85,0.6088,0,0,0,0,"MYD88_Q8C3R1_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C3R1_x1_2",5,1,"none"
"MYD88_Q8C3R1_x1",3,10.79,79.97,0.6264,0,0,0,0,"MYD88_Q8C3R1_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C3R1_x1_2",5,1,"none"
"MYD88_Q8C3R1_x1",4,0.84,80.89,0.624,0,0,0,0,"MYD88_Q8C3R1_x1_x2_model_4",2,2,"MYD88","MYD88_Q8C3R1_x1_2",5,1,"none"
"MYD88_Q8C3R1_x1",5,0.57,78.3,0.6214,0,0,0,0,"MYD88_Q8C3R1_x1_x2_model_5",2,2,"MYD88","MYD88_Q8C3R1_x1_2",5,1,"none"
"MYD88_Q8C3Y4_x1",1,21.22,70.09,0.4991,0,0,0,0,"MYD88_Q8C3Y4_x1_x2_model_1",2,2,"MYD88","MYD88_Q8C3Y4_x1_2",5,1,"none"
"MYD88_Q8C3Y4_x1",2,1.95,65.89,0.5194,0,0,0,0,"MYD88_Q8C3Y4_x1_x2_model_2",2,2,"MYD88","MYD88_Q8C3Y4_x1_2",5,1,"none"
"MYD88_Q8C3Y4_x1",3,14.36,68.26,0.4883,0,0,0,0,"MYD88_Q8C3Y4_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C3Y4_x1_2",5,1,"none"
"MYD88_Q8C3Y4_x1",4,4.9,68.55,0.467,0,0,0,0,"MYD88_Q8C3Y4_x1_x2_model_4",2,2,"MYD88","MYD88_Q8C3Y4_x1_2",5,1,"none"
"MYD88_Q8C3Y4_x1",5,9.5,66.74,0.5245,0,0,0,0,"MYD88_Q8C3Y4_x1_x2_model_5",2,2,"MYD88","MYD88_Q8C3Y4_x1_2",5,1,"none"
"MYD88_Q8C460_x1",1,3.14,68.32,0.3817,0.1922,0.0078,23,30,"MYD88_Q8C460_x1_x2_model_1",1,2,"MYD88","MYD88_Q8C460_x1_2",2,4,NA
"MYD88_Q8C460_x1",2,3.42,68.42,0.3955,0.3723,0.0211,32,37,"MYD88_Q8C460_x1_x2_model_2",1,2,"MYD88","MYD88_Q8C460_x1_2",1,5,NA
"MYD88_Q8C460_x1",3,4.59,67.42,0.3946,0.0198,1e-04,10,8,"MYD88_Q8C460_x1_x2_model_3",2,2,"MYD88","MYD88_Q8C460_x1_2",5,1,NA
"MYD88_Q8C460_x1",4,3.97,69.1,0.3862,0.0366,0.001,15,11,"MYD88_Q8C460_x1_x2_model_4",1,2,"MYD88","MYD88_Q8C460_x1_2",4,2,NA
"MYD88_Q8C460_x1",5,6.81,68.38,0.3817,0.0702,0.0017,20,17,"MYD88_Q8C460_x1_x2_model_5",1,2,"MYD88","MYD88_Q8C460_x1_2",3,3,NA
"MYD88_Q8C4Y3_x1",1,0.58,84.09,0.6917,0.4369,0.2589,46,52,"MYD88_Q8C4Y3_x1_x2_model_1",1,2,"MYD88","MYD88_Q8C4Y3_x1_2",2,4,NA
