Significant,-LOG(P-value),Difference,Protein.IDs,Majority.protein.IDs,Protein.names,Gene.names,Potential.contaminant,Peptides,Valid.values,Valid.values.60.min,Valid.values.unstim,60.min.stim.FG159.neu,60.min.stim.FG160.neu,60.min.stim.FG161.neu,60.min.stim.FG162.neu,unstim.FG10.neu,unstim.FG11.neu,unstim.FG12.neu,unstim.FG9.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,2.21388408544114,-3.29437494277954,Q8C0D9,Q8C0D9,Centrosomal protein of 68 kDa,Cep68,NA,4,8,4,4,8.92490005493164,12.2861003875732,11.710000038147,11.3346996307373,14.7582998275757,14.5812997817993,13.475700378418,14.6178998947144,60,MYD88,NONE
TRUE,2.43135486454274,-3.97544717788696,Q8C0G2,Q8C0G2,TRAF3-interacting JNK-activating modulator,Traf3ip3,NA,11,8,4,4,13.2785005569458,10.6782102584839,13.9554996490479,14.5417003631592,17.2003993988037,17.4610004425049,16.8393993377686,16.8549003601074,60,MYD88,NONE
TRUE,1.84684738585155,1.27770018577576,Q8C0I1,Q8C0I1,"Alkyldihydroxyacetonephosphate synthase, peroxisomal",Agps,NA,2,6,4,2,12.3887004852295,12.9215002059937,12.1457004547119,12.9855003356934,11.2988004684448,NA,NA,11.3664999008179,60,MYD88,NONE
TRUE,2.27867317530994,-1.10150003433228,Q8C0T5;Q80TE4,Q8C0T5,Signal-induced proliferation-associated 1-like protein 1,Sipa1l1,NA,73,8,4,4,19.3215007781982,20.4097003936768,19.6296997070313,20.0072994232178,20.8201007843018,20.7598991394043,20.9612998962402,21.2329006195068,60,MYD88,NONE
TRUE,3.63599672151827,1.52595043182373,Q8C147,Q8C147,Dedicator of cytokinesis protein 8,Dock8,NA,70,8,4,4,19.9867992401123,20.8640003204346,20.4055004119873,20.5853996276855,18.7789001464844,18.903299331665,18.9615993499756,19.0940990447998,60,MYD88,NONE
TRUE,1.37512633686372,2.95077991485596,Q8C170,Q8C170,Unconventional myosin-IXa,Myo9a,NA,18,8,4,4,12.3613996505737,10.8178997039795,12.4312000274658,11.6613998413086,7.2637300491333,11.5404996871948,6.95477962493896,9.70977020263672,60,MYD88,NONE
TRUE,3.10442696485911,-2.24102544784546,Q8C2Q3,Q8C2Q3,RNA-binding protein 14,Rbm14,NA,24,8,4,4,19.1150989532471,20.13330078125,19.2854995727539,20.531099319458,22.1399993896484,21.6459007263184,22.1219997406006,22.1212005615234,60,MYD88,NONE
TRUE,3.12931625113796,-1.43800020217896,Q8C3J5,Q8C3J5,Dedicator of cytokinesis protein 2,Dock2,NA,72,8,4,4,17.2670993804932,17.7917995452881,18.0905990600586,18.1616992950439,19.372200012207,18.9624996185303,19.3127994537354,19.415699005127,60,MYD88,NONE
TRUE,3.35926478070507,-2.11687517166138,Q8C3X4,Q8C3X4,"Translation factor Guf1, mitochondrial",Guf1,NA,7,8,4,4,12.3795003890991,13.6433000564575,13.1331996917725,13.2435998916626,15.6417999267578,14.9257001876831,15.1568002700806,15.1428003311157,60,MYD88,NONE
TRUE,5.07861207005713,-1.69957494735718,Q8C4J7,Q8C4J7,Transducin beta-like protein 3,Tbl3,NA,33,8,4,4,18.221399307251,18.5037002563477,18.4631004333496,18.5454998016357,20.035099029541,19.9109001159668,20.3369007110596,20.2490997314453,60,MYD88,NONE
TRUE,5.35608315671005,-3.11744952201843,Q8C5L7,Q8C5L7,RNA-binding protein 34,Rbm34,NA,16,8,4,4,14.4933004379272,15.1627998352051,14.3109998703003,14.4765005111694,17.5410995483398,17.7423992156982,17.7765007019043,17.8533992767334,60,MYD88,NONE
TRUE,2.71834534973058,-1.09817481040955,Q8C5N3,Q8C5N3,Pre-mRNA-splicing factor CWC22 homolog,Cwc22,NA,16,8,4,4,15.6703996658325,16.5503005981445,16.2859001159668,15.9764995574951,17.4703006744385,17.1068992614746,17.1077995300293,17.1907997131348,60,MYD88,NONE
TRUE,4.10546082378744,-2.41690015792847,Q8C5Q4,Q8C5Q4,G-rich sequence factor 1,Grsf1,NA,11,8,4,4,14.5809001922607,15.3053998947144,14.3966999053955,15.0173997879028,17.3538990020752,16.7954006195068,17.432300567627,17.3864002227783,60,MYD88,NONE
TRUE,5.55223049610278,-2.87704944610596,Q8C6B9,Q8C6B9,Active regulator of SIRT1,Rps19bp1,NA,6,8,4,4,17.6483001708984,17.8850994110107,17.5109004974365,17.8530006408691,20.9016990661621,20.2047004699707,20.6966991424561,20.6023998260498,60,MYD88,NONE
TRUE,6.31117779273059,-2.30777454376221,Q8C7Q4,Q8C7Q4,RNA-binding protein 4,Rbm4,NA,12,8,4,4,16.8351001739502,17.0790996551514,17.0228004455566,17.1534004211426,19.3267993927002,19.1210994720459,19.3983001708984,19.4752998352051,60,MYD88,NONE
TRUE,3.63023451341462,3.63383976618449,Q8C7R4,Q8C7R4,Ubiquitin-like modifier-activating enzyme 6,Uba6,NA,8,7,4,3,12.5385999679565,13.7651996612549,13.9147005081177,13.8241004943848,NA,9.77531051635742,9.97603034973145,9.87909030914307,60,MYD88,NONE
TRUE,2.13884982232818,-1.99000024795532,Q8C7U1,Q8C7U1,NEDD4-binding protein 3,N4bp3,NA,12,8,4,4,14.1802997589111,16.3167991638184,15.3717002868652,15.440299987793,16.6208992004395,17.3854999542236,17.6245002746582,17.6382007598877,60,MYD88,NONE
TRUE,3.23308746475732,-2.12045049667358,Q8C7V3,Q8C7V3,U3 small nucleolar RNA-associated protein 15 homolog,Utp15,NA,16,8,4,4,16.5737991333008,17.0916996002197,16.4062995910645,17.7859992980957,19.2719993591309,19.0993003845215,19.1070995330811,18.8612003326416,60,MYD88,NONE
TRUE,2.30499763124373,-2.61702529589335,Q8C804,Q8C804,Spindle and centriole-associated protein 1,Spice1,NA,3,7,3,4,10.4456996917725,NA,10.7098999023438,11.0368003845215,12.702600479126,14.2795000076294,12.4750003814697,13.9342002868652,60,MYD88,NONE
TRUE,3.51244369924634,-1.56557464599609,Q8C827,Q8C827,Zinc finger protein 62,Zfp62,NA,11,8,4,4,14.8087997436523,14.1984004974365,14.1933002471924,14.5665998458862,16.1651992797852,15.6584997177124,15.8819999694824,16.3236999511719,60,MYD88,NONE
TRUE,3.8170703743797,-1.99415063858032,Q8C854,Q8C854,Myelin expression factor 2,Myef2,NA,19,8,4,4,17.4032001495361,18.2640991210938,18.0503005981445,18.0919990539551,20.1056003570557,19.5804004669189,19.8719997406006,20.2282009124756,60,MYD88,NONE
TRUE,3.38823956082866,-3.42452478408813,Q8C9B9,Q8C9B9,Death-inducer obliterator 1,Dido1,NA,20,8,4,4,12.1125001907349,13.1061000823975,11.6206998825073,13.710000038147,16.2521991729736,15.730299949646,16.1368007659912,16.1280994415283,60,MYD88,NONE
TRUE,3.94029074187843,-3.03289937973022,Q8C9V1,Q8C9V1,Carabin,Tbc1d10c,NA,7,8,4,4,13.3769998550415,14.5066003799438,13.6749000549316,14.7285003662109,17.0655994415283,16.8962993621826,17.4139995574951,17.0426998138428,60,MYD88,NONE
TRUE,1.52637477602994,-1.51519966125488,Q8CA72,Q8CA72,Gigaxonin,Gan,NA,3,5,2,3,NA,11.3084001541138,11.4432001113892,NA,NA,12.3150997161865,13.0474996566772,13.3104000091553,60,MYD88,NONE
TRUE,2.74453781028287,1.53922510147095,Q8CAQ8,Q8CAQ8,MICOS complex subunit Mic60,Immt,NA,28,8,4,4,18.029899597168,19.1326999664307,18.529899597168,18.9918003082275,16.888500213623,16.8719997406006,17.3313999176025,17.4354991912842,60,MYD88,NONE
TRUE,2.33213702115787,-3.02377510070801,Q8CB62,Q8CB62,Centrobin,Cntrob,NA,2,6,2,4,NA,NA,9.90880012512207,10.9295997619629,13.7279996871948,13.7883005142212,12.5911998748779,13.664400100708,60,MYD88,NONE
TRUE,3.14563287519457,-5.44376627604167,Q8CB77,Q8CB77,Transcription elongation factor B polypeptide 3,Tceb3,NA,17,7,3,4,13.2490005493164,10.864800453186,13.2026996612549,NA,17.5690002441406,17.2583999633789,18.4232997894287,18.2796993255615,60,MYD88,NONE
TRUE,3.82038781676949,2.83140015602112,Q8CBY8,Q8CBY8,Dynactin subunit 4,Dctn4,NA,11,8,4,4,17.7451000213623,18.3041000366211,17.6718997955322,18.3663005828857,14.3536996841431,15.5057001113892,15.5469999313354,15.3554000854492,60,MYD88,NONE
TRUE,3.98513671704331,4.32211256027222,Q8CC88,Q8CC88,von Willebrand factor A domain-containing protein 8,Vwa8,NA,11,8,4,4,12.682300567627,12.9152002334595,13.5376996994019,12.7768001556396,8.05397987365723,9.86657047271729,8.73375988006592,7.96924018859863,60,MYD88,NONE
TRUE,2.49220326331789,-1.70414972305298,Q8CCP0,Q8CCP0,Nuclear export mediator factor Nemf,Nemf,NA,31,8,4,4,15.5565004348755,16.6254997253418,15.72350025177,16.7502002716064,18.3537998199463,17.7316989898682,17.44700050354,17.9398002624512,60,MYD88,NONE
TRUE,2.14012129106075,-1.51292514801025,Q8CD10,Q8CD10,"Calcium uptake protein 2, mitochondrial",Micu2,NA,10,8,4,4,14.5791997909546,15.3790998458862,15.0727996826172,16.3712997436523,16.9533004760742,16.8332996368408,16.878999710083,16.7884998321533,60,MYD88,NONE
TRUE,1.52568427258469,-1.4060492515564,Q8CD15,Q8CD15,Bifunctional lysine-specific demethylase and histidyl-hydroxylase MINA,Mina,NA,9,8,4,4,15.4530000686646,16.0678997039795,14.021900177002,15.9425001144409,17.1250991821289,16.3544998168945,16.8939990997314,16.7358989715576,60,MYD88,NONE
TRUE,2.9726163524600002,-2.66629981994629,Q8CES0,Q8CES0,N-alpha-acetyltransferase 30,Naa30,NA,8,8,4,4,13.7853002548218,13.5487003326416,13.6077003479004,15.1689004898071,17.2238006591797,16.5056991577148,16.9230003356934,16.1233005523682,60,MYD88,NONE
TRUE,1.41572525594316,1.48523306846619,Q8CFE3,Q8CFE3,REST corepressor 1,Rcor1,NA,5,7,4,3,13.9745998382568,15.2559003829956,14.5943002700806,14.6451997756958,13.9217004776001,12.1586999893188,NA,13.3164005279541,60,MYD88,NONE
TRUE,3.57400604450108,-1.83599996566772,Q8CFI7,Q8CFI7,DNA-directed RNA polymerase II subunit RPB2,Polr2b,NA,31,8,4,4,16.3006992340088,16.3731994628906,16.5986003875732,17.284200668335,18.5303001403809,18.2119007110596,18.5816993713379,18.5767993927002,60,MYD88,NONE
TRUE,2.48904109488761,-2.11024951934814,Q8CFQ3,Q8CFQ3,Intron-binding protein aquarius,Aqr,NA,34,8,4,4,14.8411998748779,14.3521003723145,16.2518005371094,15.8908996582031,17.5172996520996,17.2908000946045,17.5200996398926,17.4487991333008,60,MYD88,NONE
TRUE,2.73138215678962,-2.96512484550476,Q8CG46,Q8CG46,Structural mainte1000ce of chromosomes protein 5,Smc5,NA,16,8,4,4,10.6020002365112,12.7362003326416,12.8759002685547,11.5506000518799,14.8064002990723,14.5206003189087,15.3052997589111,14.9928998947144,60,MYD88,NONE
TRUE,2.27024701554242,-1.28524971008301,Q8CG47,Q8CG47,Structural mainte1000ce of chromosomes protein 4,Smc4,NA,35,8,4,4,15.8115005493164,16.9134998321533,16.7686996459961,16.9500007629395,17.7563991546631,17.5832996368408,18.068000793457,18.1770000457764,60,MYD88,NONE
TRUE,2.21258621132407,1.32760000228882,Q8CG76,Q8CG76,Aflatoxin B1 aldehyde reductase member 2,Akr7a2,NA,2,6,2,4,NA,13.536600112915,NA,13.9900999069214,12.8468999862671,12.2573003768921,12.2686996459961,12.3701000213623,60,MYD88,NONE
TRUE,3.08669433405277,-1.69657516479492,Q8CGC6,Q8CGC6,RNA-binding protein 28,Rbm28,NA,27,8,4,4,17.8353996276855,18.5251998901367,17.8645000457764,18.359899520874,19.7525997161865,19.2887001037598,20.2476005554199,20.0823993682861,60,MYD88,NONE
TRUE,2.43642165877887,-2.42315006256104,Q8CGI1,Q8CGI1,Protein FAM193A,Fam193a,NA,8,8,4,4,12.9518003463745,11.4198999404907,11.7245998382568,12.6911001205444,15.1891002655029,13.924599647522,14.0267000198364,15.3396005630493,60,MYD88,NONE
TRUE,5.61597283554812,3.29195046424866,Q8CGK3,Q8CGK3,"Lon protease homolog, mitochondrial",Lonp1,NA,10,8,4,4,14.9685001373291,15.163200378418,15.494800567627,15.0759000778198,11.8376998901367,12.0383996963501,11.4759998321533,12.1824998855591,60,MYD88,NONE
TRUE,1.93752647548724,-1.71747446060181,Q8CGP7,Q8CGP7,Histone H2A type 1-K,Hist1h2ak,NA,8,8,4,4,23.9167003631592,24.7581996917725,24.1606006622314,24.8686008453369,26.594799041748,25.4755992889404,27.1009006500244,25.4027004241943,60,MYD88,NONE
TRUE,2.06364749557533,-2.18467569351196,Q8CGZ0,Q8CGZ0,Calcium homeostasis endoplasmic reticulum protein,Cherp,NA,16,8,4,4,16.6108989715576,17.4624996185303,17.5916004180908,17.5291004180908,19.1786003112793,18.5974006652832,19.163200378418,20.9936008453369,60,MYD88,NONE
TRUE,1.82101892878057,-1.81430832544963,Q8CH02,Q8CH02,SURP and G-patch domain-containing protein 1,Sugp1,NA,5,7,3,4,11.7164001464844,12.5469999313354,NA,12.6712999343872,13.9134998321533,15.1784000396729,13.4829998016357,13.9286003112793,60,MYD88,NONE
TRUE,2.66858343577694,-1.99749994277954,Q8CH09,Q8CH09,SURP and G-patch domain-containing protein 2,Sugp2,NA,9,8,4,4,13.5825996398926,12.4689998626709,12.0606002807617,12.762900352478,14.7033996582031,14.2196998596191,14.6586999893188,15.2833003997803,60,MYD88,NONE
TRUE,2.72428949201412,1.59124994277954,Q8CH18,Q8CH18,Cell division cycle and apoptosis regulator protein 1,Ccar1,NA,7,8,4,4,18.6073989868164,18.9785003662109,19.6513004302979,18.4872989654541,17.2721996307373,17.5025997161865,16.9484004974365,17.6362991333008,60,MYD88,NONE
TRUE,3.53161053367989,-1.33255004882813,Q8CH25,Q8CH25,SAFB-like transcription modulator,Sltm,NA,22,8,4,4,17.1989002227783,17.3253993988037,17.6424999237061,17.423999786377,18.2952003479004,18.765100479126,18.8827991485596,18.9778995513916,60,MYD88,NONE
TRUE,1.65310153195395,1.1896500587463399,Q8CH72,Q8CH72,E3 ubiquitin-protein ligase TRIM32,Trim32,NA,22,8,4,4,17.5349998474121,18.7458992004395,18.8691005706787,18.9232997894287,17.7576999664307,17.449800491333,16.7724990844727,17.3346996307373,60,MYD88,NONE
TRUE,2.47897777459916,-1.79372342427572,Q8CHC4,Q8CHC4,Synaptojanin-1,Synj1,NA,3,5,3,2,9.50780010223389,9.93218040466309,9.93130016326904,NA,NA,NA,11.7206001281738,11.4477005004883,60,MYD88,NONE
TRUE,2.05496348965366,-2.17427515983582,Q8CHP0,Q8CHP0,Zinc finger CCCH domain-containing protein 3,Zc3h3,NA,9,8,4,4,11.0267000198364,12.2611999511719,11.1522998809814,10.7757997512817,12.4626998901367,13.4962997436523,13.2445001602173,14.7096004486084,60,MYD88,NONE
TRUE,3.55205437037231,-3.41762495040894,Q8CHP5,Q8CHP5,Partner of Y14 and mago,Wibg,NA,4,8,4,4,14.4223003387451,15.8809003829956,14.8501005172729,16.2565994262695,18.3733005523682,18.7992992401123,19.0536003112793,18.8542003631592,60,MYD88,NONE
TRUE,2.31971865805108,-2.72564999262492,Q8CHP6,Q8CHP6,Polyhomeotic-like protein 3,Phc3,NA,4,7,3,4,11.0004005432129,13.2483005523682,NA,12.6359996795654,15.0837001800537,14.8571004867554,15.0413999557495,15.1000003814697,60,MYD88,NONE
TRUE,2.36401287101263,1.56949996948242,Q8CHW4,Q8CHW4,Translation initiation factor eIF-2B subunit epsilon,Eif2b5,NA,7,8,4,4,16.3784008026123,17.9825992584229,17.0468997955322,17.3945999145508,15.6078004837036,15.5924997329712,15.398099899292,15.9260997772217,60,MYD88,NONE
TRUE,3.6648210150122,-1.7891743183136,Q8CHY6,Q8CHY6,Transcriptional repressor p66 alpha,Gatad2a,NA,13,8,4,4,15.0841999053955,15.9300994873047,15.8101005554199,15.6223001480103,17.3526992797852,17.0779991149902,17.4883995056152,17.6842994689941,60,MYD88,NONE
TRUE,2.91549697423369,-2.8383252620697,Q8CI03,Q8CI03,FLYWCH-type zinc finger-containing protein 1,Flywch1,NA,7,8,4,4,13.246000289917,13.5734996795654,12.2145004272461,14.0237998962402,16.8663997650146,15.3887004852295,16.2576007843018,15.8984003067017,60,MYD88,NONE
TRUE,3.24016606829428,-1.93814969062805,Q8CI08,Q8CI08,SLAIN motif-containing protein 2,Slain2,NA,3,8,4,4,13.9317998886108,13.4365005493164,12.7152004241943,13.3083000183105,15.6895999908447,14.9772996902466,15.3315000534058,15.1459999084473,60,MYD88,NONE
TRUE,3.42139437298301,-2.7215747833252,Q8CI11,Q8CI11,Guanine nucleotide-binding protein-like 3,Gnl3,NA,26,8,4,4,17.2593002319336,17.5342998504639,18.5972995758057,18.0002002716064,20.6861991882324,19.8976001739502,21.0622997283936,20.6312999725342,60,MYD88,NONE
TRUE,2.55729857459153,3.47787459691366,Q8CI32,Q8CI32,BAG family molecular chaperone regulator 5,Bag5,NA,8,7,4,3,16.2700996398926,16.3997993469238,16.8855991363525,15.0704002380371,NA,13.213399887085,11.6215000152588,13.2009000778198,60,MYD88,NONE
TRUE,5.45210920422938,4.23682475090027,Q8CI43,Q8CI43,Myosin light chain 6B,Myl6b,NA,7,8,4,4,17.4577007293701,18.4907989501953,18.1655006408691,17.9671001434326,13.9469003677368,13.4336004257202,13.6605005264282,14.0928001403809,60,MYD88,NONE
TRUE,4.24697037771333,-4.63335037231445,Q8CIB9,Q8CIB9,N-acetyltransferase ESCO2,Esco2,NA,20,8,4,4,12.3480005264282,10.9965000152588,12.5469999313354,12.9451999664307,16.7779006958008,16.6382007598877,16.57200050354,17.3819999694824,60,MYD88,NONE
TRUE,3.01516182653916,-1.43899965286255,Q8CIE6,Q8CIE6,Coatomer subunit alpha;Xenin;Proxenin,Copa,NA,47,8,4,4,17.3948001861572,18.1963996887207,17.8458995819092,18.4529991149902,19.425199508667,19.2955989837646,19.3195991516113,19.6056995391846,60,MYD88,NONE
TRUE,2.18223176924819,-3.23920011520386,Q8CIL4,Q8CIL4,Uncharacterized protein C1orf131 homolog,NA,NA,6,6,2,4,NA,14.3277997970581,12.5317001342773,NA,17.0769996643066,16.1909008026123,16.5179996490479,16.8899002075195,60,MYD88,NONE
TRUE,3.97563654498594,3.58899998664856,Q8CIN4;O88643,Q8CIN4,Serine/threonine-protein kinase PAK 2;PAK-2p27;PAK-2p34,Pak2,NA,6,8,4,4,14.6557998657227,13.850700378418,14.0899000167847,15.2876005172729,10.8831005096436,10.3626003265381,10.7693996429443,11.512900352478,60,MYD88,NONE
TRUE,2.11896472786707,3.35024491945902,Q8CJF7,Q8CJF7,Protein ELYS,Ahctf1,NA,15,7,4,3,14.3860998153687,15.1991996765137,15.6399002075195,15.2327003479004,NA,12.2177000045776,10.1179904937744,12.9569997787476,60,MYD88,NONE
TRUE,3.38334338460806,2.30747469266256,Q8CJF9;Q8CJF8,Q8CJF9,Protein argonaute-3,Ago3,NA,19,7,4,3,13.7351999282837,14.1269998550415,14.6633996963501,13.9615001678467,11.5453004837036,12.1547002792358,NA,11.7428998947144,60,MYD88,NONE
TRUE,3.10888915178388,-2.59619998931885,Q8JZM7,Q8JZM7,Parafibromin,Cdc73,NA,15,8,4,4,13.4482002258301,14.6964998245239,13.4569997787476,14.6173000335693,17.0207004547119,16.0004997253418,16.6954002380371,16.8871994018555,60,MYD88,NONE
TRUE,2.62205684738676,-3.23960336049398,Q8JZQ2,Q8JZQ2,AFG3-like protein 2,Afg3l2,NA,8,6,3,3,9.3233003616333,10.1182899475098,NA,10.578200340271,13.0363998413086,12.864800453186,13.8374004364014,NA,60,MYD88,NONE
TRUE,2.15252961277127,-1.22977495193481,Q8JZQ9,Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,Eif3b,NA,30,8,4,4,17.4885997772217,18.7763004302979,18.1056003570557,18.6392993927002,19.4473991394043,19.2385005950928,19.6147003173828,19.6282997131348,60,MYD88,NONE
TRUE,1.43093586488745,1.31432509422302,Q8JZR0;P41216,Q8JZR0,Long-chain-fatty-acid--CoA ligase 5,Acsl5,NA,8,8,4,4,14.3427000045776,15.2981004714966,15.8624000549316,15.160400390625,14.4278001785278,12.9969005584717,13.4302997589111,14.5513000488281,60,MYD88,NONE
TRUE,2.97067252855548,-2.92712465922038,Q8JZS9,Q8JZS9,"39S ribosomal protein L48, mitochondrial",Mrpl48,NA,2,7,3,4,13.2209005355835,13.7746000289917,NA,14.4819002151489,16.2182998657227,16.4176006317139,17.0706996917725,17.3050994873047,60,MYD88,NONE
TRUE,2.70450716320485,-1.46999979019165,Q8JZU2,Q8JZU2,"Tricarboxylate transport protein, mitochondrial",Slc25a1,NA,6,8,4,4,14.2646999359131,14.9734001159668,14.6920003890991,15.5397996902466,16.5235996246338,16.0991992950439,16.3880996704102,16.3390007019043,60,MYD88,NONE
TRUE,2.48043969729981,-2.55332469940186,Q8JZX3,Q8JZX3,POC1 centriolar protein homolog A,Poc1a,NA,4,8,4,4,13.1668004989624,14.5706005096436,14.6068000793457,13.5432996749878,16.0620994567871,17.3565006256104,15.6457996368408,17.0363998413086,60,MYD88,NONE
TRUE,2.35248010493765,-1.41389989852905,Q8K019,Q8K019,Bcl-2-associated transcription factor 1,Bclaf1,NA,24,8,4,4,17.3826007843018,18.172399520874,17.3892993927002,18.4316005706787,19.2024002075195,18.9179000854492,19.1772994995117,19.7339000701904,60,MYD88,NONE
TRUE,2.36726164947794,-1.21837520599365,Q8K114,Q8K114,Integrator complex subunit 9,Ints9,NA,6,8,4,4,12.7088003158569,11.8872003555298,12.9100999832153,12.1236000061035,13.6267004013062,13.69700050354,13.9012002944946,13.2783002853394,60,MYD88,NONE
TRUE,1.37354139417779,-2.28644990921021,Q8K1A6,Q8K1A6,Coiled-coil and C2 domain-containing protein 1A,Cc2d1a,NA,6,8,4,4,12.8849000930786,12.2093000411987,12.4067001342773,11.4310998916626,12.4815998077393,15.7718000411987,16,13.8243999481201,60,MYD88,NONE
TRUE,2.85376513754311,3.31752514839172,Q8K1C9,Q8K1C9,Leucine-rich repeat-containing protein 41,Lrrc41,NA,5,8,4,4,13.3495998382568,15.9086999893188,14.8990001678467,14.2714004516602,11.1886005401611,11.9934997558594,11.1802997589111,10.796199798584,60,MYD88,NONE
TRUE,5.07528032861229,5.78467178344727,Q8K1M6,Q8K1M6,Dynamin-1-like protein,Dnm1l,NA,15,8,4,4,15.2245998382568,16.6024990081787,15.7160997390747,16.3848991394043,10.3148002624512,9.50259971618652,10.1662101745605,10.8058004379272,60,MYD88,NONE
TRUE,6.17014460020516,-4.24602460861206,Q8K1N4,Q8K1N4,Spermatogenesis-associated serine-rich protein 2,Spats2,NA,18,8,4,4,15.1078004837036,15.5924005508423,14.7351999282837,15.2265996932983,19.4435005187988,19.1481990814209,19.5226001739502,19.5317993164063,60,MYD88,NONE
TRUE,1.3303257698505,1.43448321024577,Q8K1X4,Q8K1X4,NA,Nckap1l,NA,6,7,4,3,13.5954999923706,13.0753002166748,13.9292001724243,14.2530002593994,NA,12.016900062561,11.4890003204346,13.3304004669189,60,MYD88,NONE
TRUE,3.13656499841181,-4.85219955444336,Q8K202,Q8K202,DNA-directed RNA polymerase I subunit RPA49,Polr1e,NA,16,8,4,4,13.2557001113892,15.1213998794556,11.8775005340576,12.0009002685547,18.1007995605469,17.4923992156982,17.9552001953125,18.1159000396729,60,MYD88,NONE
TRUE,4.23237707261292,-2.46164989471436,Q8K224,Q8K224,N-acetyltransferase 10,Nat10,NA,45,8,4,4,17.4053993225098,18.3743000030518,17.578800201416,18.1399002075195,20.3136005401611,20.0960006713867,20.5364990234375,20.3988990783691,60,MYD88,NONE
TRUE,2.15794672063159,1.81900008519491,Q8K268,Q8K268,ATP-binding cassette sub-family F member 3,Abcf3,NA,6,7,4,3,14.3656997680664,14.9794998168945,13.5734996795654,15.0205001831055,12.4779996871948,NA,12.6403999328613,12.878999710083,60,MYD88,NONE
TRUE,2.42752119000449,-1.18107485771179,Q8K284,Q8K284,General transcription factor 3C polypeptide 1,Gtf3c1,NA,43,8,4,4,15.2469005584717,15.0558004379272,15.1251001358032,15.246000289917,15.7023000717163,16.1914005279541,16.7588005065918,16.7455997467041,60,MYD88,NONE
TRUE,2.37538038244886,-1.16269969940186,Q8K2C9,Q8K2C9,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,Hacd3,NA,8,8,4,4,16.8111000061035,17.8719005584717,17.3757991790771,17.4955005645752,18.7343997955322,18.1378993988037,18.6798000335693,18.6529998779297,60,MYD88,NONE
TRUE,2.16437421341585,-1.39230012893677,Q8K2F8,Q8K2F8,Protein LSM14 homolog A,Lsm14a,NA,8,8,4,4,16.2087001800537,17.4734992980957,16.6082000732422,17.5219993591309,18.1933994293213,18.1219997406006,18.6291007995605,18.4370994567871,60,MYD88,NONE
TRUE,2.59109059171061,2.2552502155304,Q8K2H4,Q8K2H4,"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1",Acap1,NA,18,8,4,4,16.2796001434326,17.3052005767822,16.8362998962402,17.5109004974365,14.5015001296997,13.9119997024536,15.6532001495361,14.8443002700806,60,MYD88,NONE
TRUE,4.34513630121746,-1.99969983100891,Q8K2M0,Q8K2M0,"39S ribosomal protein L38, mitochondrial",Mrpl38,NA,4,8,4,4,14.0968999862671,14.0474004745483,14.5429000854492,14.8317003250122,16.3656997680664,16.3232002258301,16.3346004486084,16.4941997528076,60,MYD88,NONE
TRUE,2.57820701043239,-1.8903751373291,Q8K2R5,Q8K2R5,Zinc finger protein 668,Znf668,NA,8,8,4,4,12.7146997451782,14.4358997344971,13.9507999420166,13.7299003601074,15.8968000411987,15.2810001373291,15.5806999206543,15.6343002319336,60,MYD88,NONE
TRUE,4.32760146615381,-1.72814989089966,Q8K2T8,Q8K2T8,RNA polymerase II-associated factor 1 homolog,Paf1,NA,12,8,4,4,14.3436002731323,14.2442998886108,13.6735000610352,13.8508005142212,15.7195997238159,15.7271003723145,15.9017000198364,15.6764001846313,60,MYD88,NONE
TRUE,2.93903821816589,-1.8289999961853,Q8K301,Q8K301,Probable ATP-dependent RNA helicase DDX52,Ddx52,NA,21,8,4,4,16.8020000457764,17.4412002563477,16.1002006530762,17.2784996032715,18.6557006835938,18.5160999298096,18.8136005401611,18.9524993896484,60,MYD88,NONE
TRUE,0.700305010132721,-2.07962489128113,Q8K339,Q8K339,DNA/RNA-binding protein KIN17,Kin,NA,7,8,4,4,9.58500003814697,14.8596000671387,13.4961004257202,14.5243997573853,16.5006999969482,15.4059000015259,12.9505996704102,15.9264001846313,60,MYD88,NONE
TRUE,6.45263590700452,-3.76300048828125,Q8K363,Q8K363,ATP-dependent RNA helicase DDX18,Ddx18,NA,28,8,4,4,17.7712001800537,18.1905994415283,17.881799697876,18.3334999084473,21.8211002349854,21.5683002471924,21.986499786377,21.8532009124756,60,MYD88,NONE
TRUE,2.06677967157129,-4.46866536140442,Q8K389,Q8K389,CDK5 regulatory subunit-associated protein 2,Cdk5rap2,NA,8,8,4,4,7.86110019683838,8.96732997894287,7.39210987091064,12.4491996765137,13.2056999206543,14.2580003738403,13.5931005477905,13.4876003265381,60,MYD88,NONE
TRUE,2.20099855928723,-2.3617250919342,Q8K3A9,Q8K3A9,7SK snRNA methylphosphate capping enzyme,Mepce,NA,11,8,4,4,11.3252000808716,13.3638000488281,13.5627002716064,13.40149974823,15.2586002349854,15.8555002212524,15.1971998214722,14.788800239563,60,MYD88,NONE
