Significant,-LOG(P-value),Difference,T:.Protein.IDs,T:.Majority.protein.IDs,T:.Protein.names,T:.Gene.names,Symbol.color,Symbol.type,Symbol.size,Show.label,C:.Only.identified.by.site,C:.Reverse,C:.Potential.contami1000t,N:.Peptides,N:.Mol..weight.[kDa],N:.Valid.values,N:.Valid.values.60.min,N:.Valid.values.unstim,60.min.FG199.neu,60.min.FG200.neu,60.min.FG201.neu,60.min.FG202.neu,unstim.FG196.neu,unstim.FG197.neu,unstim.FG198.neu,ORIGIN,PULLED_PROTEIN,KO
TRUE,1.11291877321894,-2.13754987716675,Q01730,Q01730,Ras suppressor protein 1,Rsu1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,31.55,8,4,4,11.895299911499,11.6698999404907,13.0302000045776,12.4631996154785,13.9680004119873,16.4284992218018,12.8100996017456,60,IRAK1,NONE
TRUE,1.79200344161992,-3.669358253479,Q02614,Q02614,SAP30-binding protein,Sap30bp,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,33.832,8,4,4,15.6658000946045,14.6442995071411,14.5068998336792,15.3421001434326,19.5781002044678,20.149299621582,16.3999996185303,60,IRAK1,NONE
TRUE,3.64652298236694,-1.80656639734904,Q03267,Q03267,DNA-binding protein Ikaros,Ikzf1,Color2 [DarkGray],1,4,NA,NA,NA,NA,1,57.336,8,4,4,11.2573003768921,11.6527004241943,11.4230003356934,11.8098001480103,13.0604000091553,13.5726003646851,13.3937997817993,60,IRAK1,NONE
TRUE,1.78091560787241,-1.78393379847209,Q04750;Q8R4U6,Q04750,DNA topoisomerase 1,Top1,Color2 [DarkGray],1,4,NA,NA,NA,NA,22,90.875,8,4,4,18.1488990783691,18.144100189209,18.6564998626709,18.9137001037598,20.8994007110596,20.6674003601074,19.1823997497559,60,IRAK1,NONE
TRUE,1.79076412912533,-4.38468321164449,Q05D44,Q05D44,Eukaryotic translation initiation factor 5B,Eif5b,Color2 [DarkGray],1,4,NA,NA,NA,NA,31,137.61,8,4,4,15.0361003875732,14.0559997558594,14.671199798584,15.9996995925903,19.7229995727539,21.4470996856689,16.8062000274658,60,IRAK1,NONE
TRUE,1.80047162955848,-3.74914169311523,Q08288,Q08288,Cell growth-regulating nucleolar protein,Lyar,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,43.735,8,4,4,16.7182998657227,16.3686008453369,15.868200302124,17.0653991699219,20.722900390625,22.0538997650146,17.9860000610352,60,IRAK1,NONE
TRUE,1.31046231972496,-2.91166154543559,Q08943,Q08943,FACT complex subunit SSRP1,Ssrp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,80.859,8,4,4,10.2191905975342,11.1363000869751,9.78703022003174,10.2123003005981,14.3166999816895,14.7382001876831,10.6962003707886,60,IRAK1,NONE
TRUE,1.39491626052946,-3.72848765055338,Q14AX6,Q14AX6,Cyclin-dependent kinase 12,Cdk12,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,163.68,8,4,4,11.464599609375,9.78295040130615,11.8612003326416,11.8748998641968,16.4678001403809,16.4004001617432,12.0550003051758,60,IRAK1,NONE
TRUE,1.27282247953734,-1.88548310597738,Q1HFZ0,Q1HFZ0,tRNA (cytosine(34)-C(5))-methyltransferase,Nsun2,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,85.451,8,4,4,12.1499996185303,13.4793004989624,12.2430000305176,12.1071004867554,14.6275997161865,15.5635004043579,12.9498996734619,60,IRAK1,NONE
TRUE,1.21353076499735,-2.30024210611979,Q3TEA8,Q3TEA8,Heterochromatin protein 1-binding protein 3,Hp1bp3,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,60.866,8,4,4,12.3449001312256,11.9355001449585,11.5766000747681,12.8854999542236,14.618200302124,16.2716007232666,12.5678005218506,60,IRAK1,NONE
TRUE,2.03653585475166,-4.59904980659485,Q3TIV5,Q3TIV5,Zinc finger CCCH domain-containing protein 15,Zc3h15,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,48.327,8,4,4,13.3788003921509,11.3900003433228,12.0659999847412,12.9010000228882,17.4183006286621,18.8568992614746,14.8238000869751,60,IRAK1,NONE
TRUE,1.71701207469131,-3.37748916943868,Q3TIX9,Q3TIX9,U4/U6.U5 tri-snRNP-associated protein 2,Usp39,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,65.146,8,4,4,12.0401000976563,12.1986999511719,10.3052101135254,11.6190996170044,15.0728998184204,16.6005001068115,13.0813999176025,60,IRAK1,NONE
TRUE,2.44848607004272,-2.79273303349813,Q3TZZ7,Q3TZZ7,Extended synaptotagmin-2,Esyt2,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,94.138,8,4,4,12.9089002609253,12.3006000518799,11.7251005172729,12.292200088501,15.1111001968384,16.0426998138428,14.1444997787476,60,IRAK1,NONE
TRUE,3.00964926947844,-1.53287521998088,Q3U1J4,Q3U1J4,DNA damage-binding protein 1,Ddb1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,126.85,8,4,4,11.0333995819092,11.7007999420166,11.5318002700806,11.7081003189087,13.0824003219604,13.2391004562378,12.7576999664307,60,IRAK1,NONE
TRUE,1.43372006219576,-2.29866647720337,Q3U9G9,Q3U9G9,Lamin-B receptor,Lbr,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,71.439,8,4,4,14.9460000991821,14.8819999694824,14.313099861145,15.2952995300293,17.1865997314453,18.7514991760254,15.5352001190186,60,IRAK1,NONE
TRUE,2.1974077680213,-3.55562559763591,Q3UEB3,Q3UEB3,Poly(U)-binding-splicing factor PUF60,Puf60,Color2 [DarkGray],1,4,NA,NA,NA,NA,19,60.248,8,4,4,20.0114002227783,18.6401996612549,18.547399520874,18.8920993804932,22.5958995819092,23.9773006439209,21.1620006561279,60,IRAK1,NONE
TRUE,1.2340214204107,-3.97001457214355,Q3UQ44,Q3UQ44,Ras GTPase-activating-like protein IQGAP2,Iqgap2,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,180.53,6,2,4,10.6723003387451,8.83707046508789,NA,NA,14.1599998474121,14.9898996353149,12.0242004394531,60,IRAK1,NONE
TRUE,1.2668915958467,-1.96559977531433,Q3UQU0,Q3UQU0,Bromodomain-containing protein 9,Brd9,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,66.839,8,4,4,14.1958999633789,13.5785999298096,13.9385004043579,14.4214000701904,16.7392997741699,17.0536994934082,14.2046003341675,60,IRAK1,NONE
TRUE,0.815032358216798,-4.20293347040812,Q3URQ0,Q3URQ0,Testis-expressed sequence 10 protein,Tex10,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,105.21,5,2,3,NA,NA,9.91571044921875,9.41829013824463,14.2258005142212,16.6277008056641,10.7562999725342,60,IRAK1,NONE
TRUE,1.61216424611943,-3.73641657829285,Q3V1V3,Q3V1V3,ESF1 homolog,Esf1,Color2 [DarkGray],1,4,NA,NA,NA,NA,17,98.047,8,4,4,13.1157999038696,11.5302000045776,12.6138000488281,13.5276002883911,17.038200378418,18.2544994354248,14.0071001052856,60,IRAK1,NONE
TRUE,2.05976451324506,-2.19473147392273,Q499X9,Q499X9,"Methionine--tRNA ligase, mitochondrial",Mars2,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,65.804,7,4,3,11.0567998886108,10.5431003570557,9.96826076507568,9.41438007354736,12.3240003585815,13.1451997756958,11.851900100708,60,IRAK1,NONE
TRUE,2.15079992380797,-3.50980798403422,Q4FK66,Q4FK66,Pre-mRNA-splicing factor 38A,Prpf38a,Color2 [DarkGray],1,4,NA,NA,NA,NA,9,37.436,8,4,4,16.7714996337891,15.9900999069214,16.3582992553711,16.9866008758545,20.3796997070313,21.3987998962402,18.3307991027832,60,IRAK1,NONE
TRUE,1.770342599991,-2.74983827273051,Q4VA53,Q4VA53,Sister chromatid cohesion protein PDS5 homolog B,Pds5b,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,164.42,8,4,4,8.20457077026367,9.43759059906006,8.79559993743896,8.47790050506592,11.7080001831055,12.8331003189087,9.89516067504883,60,IRAK1,NONE
TRUE,1.77082662787555,-1.99258335431417,Q505F5,Q505F5,Leucine-rich repeat-containing protein 47,Lrrc47,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,63.589,8,4,4,14.8020000457764,15.0340995788574,14.2131996154785,14.2601003646851,16.7793998718262,17.5118999481201,15.4184999465942,60,IRAK1,NONE
TRUE,2.40404621171291,-4.56243356068929,Q52KE7,Q52KE7,Cyclin-L1,Ccnl1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,60.132,6,3,3,11.7788000106812,NA,10.9005002975464,11.9456996917725,15.5972003936768,16.6110000610352,NA,60,IRAK1,NONE
TRUE,1.81704788134821,-2.75956726074219,Q52KI8,Q52KI8,Serine/arginine repetitive matrix protein 1,Srrm1,Color2 [DarkGray],1,4,NA,NA,NA,NA,14,106.86,8,4,4,16.0093994140625,15.5340995788574,15.7381000518799,16.2091999053955,19.0102005004883,19.9442005157471,16.9423999786377,60,IRAK1,NONE
TRUE,1.80913483764687,-4.01631649335225,Q569Z5,Q569Z5,Probable ATP-dependent RNA helicase DDX46,Ddx46,Color2 [DarkGray],1,4,NA,NA,NA,NA,31,117.45,8,4,4,14.4911003112793,13.1175003051758,13.5412998199463,14.9518995285034,18.7446994781494,19.663200378418,15.717399597168,60,IRAK1,NONE
TRUE,0.972559163765314,-3.23663298288981,Q5NCR9,Q5NCR9,Nuclear speckle splicing regulatory protein 1,Nsrp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,63.798,7,3,4,10.9315004348755,NA,11.4219999313354,11.8831005096436,15.411600112915,16.842399597168,11.6925001144409,60,IRAK1,NONE
TRUE,1.95122912782677,-4.05774958928426,Q5SUF2,Q5SUF2,Luc7-like protein 3,Luc7l3,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,51.45,8,4,4,16.5104999542236,15.4846000671387,15.9552001953125,16.8483009338379,20.6793003082275,22.0252990722656,18.0676002502441,60,IRAK1,NONE
TRUE,0.788798887800231,-3.62670008341471,Q5SWD9,Q5SWD9,Pre-rRNA-processing protein TSR1 homolog,Tsr1,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,92.104,5,2,3,10.8810005187988,NA,NA,11.00119972229,15.2520999908447,16.7984008789063,11.6528997421265,60,IRAK1,NONE
TRUE,1.5801021882005,-1.91602190335592,Q5SWU9,Q5SWU9,Acetyl-CoA carboxylase 1;Biotin carboxylase,Acaca,Color2 [DarkGray],1,4,NA,NA,NA,NA,13,265.25,8,4,4,12.4792003631592,11.8442001342773,10.2669801712036,12.1837997436523,13.5269002914429,14.0446004867554,13.2572002410889,60,IRAK1,NONE
TRUE,1.99327106534474,-4.04683359464009,Q5U3K5,Q5U3K5,Rab-like protein 6,Rabl6,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,79.83,8,4,4,13.5178003311157,12.1444997787476,12.355299949646,13.5144004821777,17.3679008483887,18.5531005859375,14.8684997558594,60,IRAK1,NONE
TRUE,1.89245072501548,-2.0740229288737,Q5XG71,Q5XG71,Small subunit processome component 20 homolog,Utp20,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,317.74,7,3,4,8.97906017303467,NA,9.26315021514893,9.91952037811279,11.6008996963501,12.0666999816895,10.7161998748779,60,IRAK1,NONE
TRUE,1.81408469696042,-2.67662533124288,Q60737,Q60737,Casein kinase II subunit alpha,Csnk2a1,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,45.133,8,4,4,13.8467998504639,14.5599994659424,13.3494005203247,15.1100997924805,17.232400894165,17.8915996551514,15.5556001663208,60,IRAK1,NONE
TRUE,1.9431099358739,-1.28195818265279,Q60749,Q60749,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Khdrbs1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,48.37,8,4,4,14.1686000823975,14.5149002075195,15.2234001159668,14.8825998306274,16.4104995727539,15.8709001541138,15.6565999984741,60,IRAK1,NONE
TRUE,5.49404099793064,8.13327980041504,Q60769,Q60769,Tumor necrosis factor alpha-induced protein 3,Tnfaip3,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,87.653,6,4,2,15.4940996170044,15.6843996047974,16.1411991119385,15.7178001403809,NA,7.75839948654175,7.49379014968872,60,IRAK1,NONE
TRUE,1.96296638235877,-3.46701661745707,Q60872,Q60872,Eukaryotic translation initiation factor 1A,Eif1a,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,16.502,8,4,4,14.9809999465942,14.1428003311157,14.6349000930786,14.4839000701904,17.3603000640869,20.0324001312256,16.690299987793,60,IRAK1,NONE
TRUE,1.70122723121662,-1.5356334845225,Q60875,Q60875,Rho guanine nucleotide exchange factor 2,Arhgef2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,111.97,8,4,4,12.4666996002197,11.9807004928589,11.332200050354,11.9224004745483,13.7368001937866,14.0368003845215,12.6098003387451,60,IRAK1,NONE
TRUE,2.74892331369984,-1.93400057156881,Q61033,Q61033,"Lamina-associated polypeptide 2, isoforms alpha/zeta",Tmpo,Color2 [DarkGray],1,4,NA,NA,NA,NA,13,75.167,8,4,4,15.9770002365112,15.3121995925903,15.0082998275757,15.0536994934082,17.7021999359131,17.0704002380371,17.0428009033203,60,IRAK1,NONE
TRUE,1.26433342514593,-3.92182524998983,Q61136,Q61136,Serine/threonine-protein kinase PRP4 homolog,Prpf4b,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,116.97,8,4,4,10.5804996490479,11.2481002807617,11.7204999923706,12.460000038147,16.1392002105713,18.101900100708,12.0312004089355,60,IRAK1,NONE
TRUE,1.66118672127969,-1.3626168568929,Q61171,Q61171,Peroxiredoxin-2,Prdx2,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,21.778,8,4,4,18.8083000183105,17.9046993255615,18.2073993682861,18.4286003112793,19.1422004699707,20.5142002105713,19.4431991577148,60,IRAK1,NONE
TRUE,2.385357612621,-1.26423422495524,Q61233;Q99K51;Q3V0K9,Q61233,Plastin-2,Lcp1,Color2 [DarkGray],1,4,NA,NA,NA,NA,19,70.148,8,4,4,17.6895999908447,17.4853000640869,17.2954998016357,17.6439990997314,18.7653007507324,19.2821006774902,18.3311004638672,60,IRAK1,NONE
TRUE,1.99186336662644,-1.90568335851034,Q61584,Q61584,Fragile X mental retardation syndrome-related protein 1,Fxr1,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,76.221,8,4,4,11.1518001556396,10.9771003723145,11.0426998138428,11.1233997344971,12.9458999633789,13.9739999771118,12.0184001922607,60,IRAK1,NONE
TRUE,1.57477775761182,-2.35259207089742,Q61686,Q61686,Chromobox protein homolog 5,Cbx5,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,22.186,8,4,4,12.4909000396729,12.9886999130249,12.0390996932983,12.4219999313354,15.5206003189087,15.8668003082275,13.1259002685547,60,IRAK1,NONE
TRUE,1.67797239504695,-2.46290365854899,Q61749,Q61749,Translation initiation factor eIF-2B subunit delta,Eif2b4,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,57.624,7,3,4,10.6132001876831,NA,9.36538982391357,10.2915000915527,13.1314001083374,13.0790004730225,11.4484004974365,60,IRAK1,NONE
TRUE,1.35354824354026,-2.25555896759033,Q61937,Q61937,Nucleophosmin,Npm1,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,32.56,8,4,4,16.2169990539551,16.5811996459961,16.9571990966797,16.654899597168,18.9871997833252,20.4981002807617,17.0890998840332,60,IRAK1,NONE
TRUE,1.91278695129017,-1.46181646982829,Q62167;P16381;Q61496,Q62167;P16381,ATP-dependent RNA helicase DDX3X;Putative ATP-dependent RNA helicase Pl10,Ddx3x;D1Pas1,Color2 [DarkGray],1,4,NA,NA,NA,NA,22,73.101,8,4,4,17.9629993438721,18.2422008514404,18.0053005218506,18.2936992645264,19.899299621582,20.1459999084473,18.7182998657227,60,IRAK1,NONE
TRUE,2.17004480252508,-1.73885822296143,Q62419;Q62420,Q62419,Endophilin-A2,Sh3gl1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,41.518,8,4,4,14.7451000213623,13.9047002792358,13.552300453186,13.2245998382568,15.4563999176025,15.6916999816895,15.638500213623,60,IRAK1,NONE
TRUE,1.82458686569019,-5.18177501360575,Q62446,Q62446,Peptidyl-prolyl cis-trans isomerase FKBP3,Fkbp3,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,25.147,8,4,4,11.881199836731,11.4755001068115,11.1974000930786,12.5964002609253,17.8414001464844,19.2870998382568,13.7797002792358,60,IRAK1,NONE
TRUE,1.72399914484453,-4.1454287370046,Q640M1,Q640M1,U3 small nucleolar RNA-associated protein 14 homolog A,Utp14a,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,87.264,8,4,4,9.52570056915283,9.28906059265137,9.48639011383057,11.4278001785278,14.6273002624512,15.9406995773315,11.664999961853,60,IRAK1,NONE
TRUE,1.28487683003251,-2.06720797220866,Q64213,Q64213,Splicing factor 1,Sf1,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,70.402,8,4,4,12.5459003448486,12.2019004821777,12.1416997909546,12.5614004135132,14.1124000549316,16.2285995483398,12.9488000869751,60,IRAK1,NONE
TRUE,2.81278565481355,-2.11506636937459,Q64261,Q64261,Cyclin-dependent kinase 6,Cdk6,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,37.028,8,4,4,12.2321004867554,11.7033996582031,12.4562997817993,12.4242000579834,14.4661998748779,14.7868995666504,13.7040996551514,60,IRAK1,NONE
TRUE,3.17300896935068,-1.16789182027181,Q64521,Q64521,"Glycerol-3-phosphate dehydrogenase, mitochondrial",Gpd2,Color2 [DarkGray],1,4,NA,NA,NA,NA,20,80.953,8,4,4,17.1317005157471,16.9232997894287,16.6805992126465,16.9771003723145,18.0666999816895,18.3367004394531,17.8847999572754,60,IRAK1,NONE
TRUE,2.13103088227427,-2.79379653930664,Q69ZS7,Q69ZS7,HBS1-like protein,Hbs1l,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,75.1,8,4,4,9.14339065551758,9.03843021392822,9.32586002349854,10.6037998199463,12.5687999725342,13.1641998291016,11.2320003509521,60,IRAK1,NONE
TRUE,1.50813089632024,-2.64886697133382,Q6A068,Q6A068,Cell division cycle 5-like protein,Cdc5l,Color2 [DarkGray],1,4,NA,NA,NA,NA,13,92.188,8,4,4,12.684700012207,12.6338996887207,12.5251998901367,13.6809997558594,15.4928998947144,17.2712001800537,13.8261003494263,60,IRAK1,NONE
TRUE,1.31674995388936,-1.74304660161336,Q6A4J8,Q6A4J8,Ubiquitin carboxyl-terminal hydrolase 7,Usp7,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,128.47,8,4,4,11.0853996276855,11.2375001907349,10.0612802505493,10.271900177002,12.1408996582031,13.706600189209,11.3737001419067,60,IRAK1,NONE
TRUE,1.30324637453494,-2.37939143180847,Q6DFW4,Q6DFW4,Nucleolar protein 58,Nop58,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,60.342,8,4,4,13.0024003982544,14.3549003601074,13.0193996429443,11.7679996490479,15.6592998504639,16.6868991851807,13.9005002975464,60,IRAK1,NONE
TRUE,2.05926433665047,-3.40853301684062,Q6NSQ7,Q6NSQ7,Protein LTV1 homolog,Ltv1,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,54.022,8,4,4,12.9312000274658,12.3201999664307,12.643500328064,13.7803001403809,16.7001991271973,17.6135005950928,14.6682996749878,60,IRAK1,NONE
TRUE,1.62457568968206,-3.18686668078105,Q6NV83,Q6NV83,U2 snRNP-associated SURP motif-containing protein,U2surp,Color2 [DarkGray],1,4,NA,NA,NA,NA,19,118.26,8,4,4,14.5037002563477,13.7482995986938,13.9336004257202,15.1915998458862,17.6686000823975,19.3537998199463,15.5711002349854,60,IRAK1,NONE
TRUE,1.86578889016219,-4.38784996668498,Q6NVF9,Q6NVF9,Cleavage and polyadenylation specificity factor subunit 6,Cpsf6,Color2 [DarkGray],1,4,NA,NA,NA,NA,10,59.152,8,4,4,16.7259998321533,14.3003997802734,14.4652004241943,16.792200088501,20.2425003051758,21.5634994506836,18.0704002380371,60,IRAK1,NONE
TRUE,2.45096654370782,-1.73280016581217,Q6P1F6;Q925E7;Q6ZWR4;Q8BG02,Q6P1F6;Q925E7,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform;Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform,Ppp2r2a;Ppp2r2d,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,51.691,8,4,4,14.0311002731323,14.5343999862671,14.0935001373291,14.4001998901367,15.917799949646,16.6606006622314,15.414400100708,60,IRAK1,NONE
TRUE,1.70994482955696,-2.03519980112712,Q6P4T2,Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase,Snrnp200,Color2 [DarkGray],1,4,NA,NA,NA,NA,47,244.54,8,4,4,14.2734003067017,14.8163995742798,14.0032997131348,14.4881000518799,16.3281993865967,17.6483993530273,15.3149003982544,60,IRAK1,NONE
TRUE,1.9741168950457,-4.06539169947306,Q6P542,Q6P542,ATP-binding cassette sub-family F member 1,Abcf1,Color2 [DarkGray],1,4,NA,NA,NA,NA,24,94.944,8,4,4,16.2614994049072,15.5704002380371,15.5297002792358,15.2095003128052,20.1529998779297,21.4974002838135,17.474100112915,60,IRAK1,NONE
TRUE,1.81428061683808,-2.16376686096191,Q6P5B0,Q6P5B0,RRP12-like protein,Rrp12,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,143.13,8,4,4,11.3501005172729,11.0714998245239,10.7804002761841,11.0931997299194,13.2138004302979,14.4559001922607,12.0430002212524,60,IRAK1,NONE
TRUE,2.22403086170292,-1.71038301785787,Q6P5D8,Q6P5D8,Structural mainte1000ce of chromosomes flexible hinge domain-containing protein 1,Smchd1,Color2 [DarkGray],1,4,NA,NA,NA,NA,11,225.65,8,4,4,12.184100151062,12.8164005279541,12.3281002044678,12.1520004272461,14.5621004104614,14.3719997406006,13.3074998855591,60,IRAK1,NONE
TRUE,1.62518483332031,-2.27814706166585,Q6P9P6,Q6P9P6,Kinesin-like protein KIF11,Kif11,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,118.03,8,4,4,8.8063907623291,10.831600189209,10.2759199142456,11.6239004135132,12.4401998519897,12.7400999069214,12.8074998855591,60,IRAK1,NONE
TRUE,1.73781514526041,-3.65624181429545,Q6PAC3,Q6PAC3,DDB1- and CUL4-associated factor 13,Dcaf13,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,51.456,8,4,4,12.8828001022339,11.4309997558594,11.6092004776001,13.0775003433228,16.8567008972168,17.1805000305176,13.6819000244141,60,IRAK1,NONE
TRUE,1.95314263194512,-4.06152645746867,Q6PAQ4,Q6PAQ4,RNA exonuclease 4,Rexo4,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,47.598,6,3,3,11.3274002075195,10.2710199356079,NA,9.86655044555664,13.9406003952026,15.1590995788574,NA,60,IRAK1,NONE
TRUE,1.11252325179877,-2.61984221140544,Q6PDQ2;A2A8L1,Q6PDQ2,Chromodomain-helicase-DNA-binding protein 4,Chd4,Color2 [DarkGray],1,4,NA,NA,NA,NA,8,217.75,8,4,4,9.66011047363281,10.8325004577637,9.57141017913818,9.90701007843018,13.0188999176025,14.7217998504639,10.0971002578735,60,IRAK1,NONE
TRUE,1.58391006933894,-2.03694160779317,Q6PE01,Q6PE01,U5 small nuclear ribonucleoprotein 40 kDa protein,Snrnp40,Color2 [DarkGray],1,4,NA,NA,NA,NA,7,39.275,8,4,4,13.8456001281738,14.9756002426147,15.1463994979858,15.0577001571655,16.6495990753174,17.9803009033203,15.7498998641968,60,IRAK1,NONE
TRUE,1.2319403767342,-3.61232805252075,Q6PE54,Q6PE54,Probable ATP-dependent RNA helicase DHX40,Dhx40,Color2 [DarkGray],1,4,NA,NA,NA,NA,6,88.529,8,4,4,9.86336994171143,9.46983051300049,9.37952041625977,11.1436996459961,14.0391998291016,16.2147998809814,10.4752998352051,60,IRAK1,NONE
TRUE,0.902557577099353,-5.55554040273031,Q6PFD9,Q6PFD9,Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,Nup98,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,197.24,7,3,4,9.38158988952637,8.51587009429932,NA,8.98009014129639,16.7469005584717,17.9610004425049,8.83627033233643,60,IRAK1,NONE
TRUE,1.06464116619532,-3.03472836812337,Q6PGG6,Q6PGG6,Guanine nucleotide-binding protein-like 3-like protein,Gnl3l,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,65.194,6,2,4,NA,9.79249000549316,NA,9.69012069702148,12.9421005249023,14.3014001846313,11.0846004486084,60,IRAK1,NONE
TRUE,1.42900320933816,-4.501283009847,Q6PGH1,Q6PGH1,Protein BUD31 homolog,Bud31,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,17,8,4,4,15.5120000839233,14.3647003173828,14.9012002944946,15.1735000610352,19.9542007446289,22.4857997894287,16.0273990631104,60,IRAK1,NONE
TRUE,2.23287270612108,-2.53287633260091,Q6PHQ8,Q6PHQ8,"N-alpha-acetyltransferase 35, NatC auxiliary subunit",Naa35,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,83.305,7,3,4,11.327600479126,10.1489305496216,NA,9.80244064331055,12.7630004882813,13.1022005081177,13.0123996734619,60,IRAK1,NONE
TRUE,2.4218309047553,1.92027521133423,Q6R891,Q6R891,Neurabin-2,Ppp1r9b,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,89.519,8,4,4,12.6925001144409,13.8690004348755,13.4383001327515,13.6332998275757,11.5377998352051,10.9953002929688,11.9308996200562,60,IRAK1,NONE
TRUE,1.44252701860421,-2.09667674700419,Q6RHR9,Q6RHR9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",Magi1,Color2 [DarkGray],1,4,NA,NA,NA,NA,2,161.97,8,4,4,10.21409034729,10.2592706680298,9.21179008483887,9.55360984802246,12.2023000717163,13.1259002685547,10.3909006118774,60,IRAK1,NONE
TRUE,1.8105515455504,-1.34884166717529,Q6VGS5,Q6VGS5,Protein Daple,Ccdc88c,Color2 [DarkGray],1,4,NA,NA,NA,NA,18,226.53,8,4,4,13.1333999633789,13.4568996429443,12.2890996932983,13.6799001693726,14.4099998474121,14.7215995788574,14.334400177002,60,IRAK1,NONE
TRUE,1.47892607962305,-1.66394090652466,Q6WKZ8,Q6WKZ8,E3 ubiquitin-protein ligase UBR2,Ubr2,Color2 [DarkGray],1,4,NA,NA,NA,NA,4,199.15,8,4,4,9.52089023590088,9.17435073852539,8.6921501159668,9.9695405960083,11.2910003662109,11.8058004379272,9.91272068023682,60,IRAK1,NONE
TRUE,2.357741095789,-1.37597481409709,Q6ZQ38,Q6ZQ38,Cullin-associated NEDD8-dissociated protein 1,Cand1,Color2 [DarkGray],1,4,NA,NA,NA,NA,12,136.33,8,4,4,13.793999671936,12.9968004226685,13.7567005157471,13.3201999664307,14.8729000091553,15.170599937439,14.4851999282837,60,IRAK1,NONE
TRUE,1.9682198874997,-2.78393316268921,Q6ZWU9,Q6ZWU9,40S ribosomal protein S27,Rps27,Color2 [DarkGray],1,4,NA,NA,NA,NA,3,9.461,8,4,4,18.4419994354248,17.5340003967285,17.7870006561279,18.4638004302979,20.8936996459961,22.1511001586914,19.4771003723145,60,IRAK1,NONE
TRUE,1.19248167748072,-2.32139364878337,Q70FJ1,Q70FJ1,A-kinase anchor protein 9,Akap9,Color2 [DarkGray],1,4,NA,NA,NA,NA,5,435.87,8,4,4,8.2025899887085,9.16234016418457,6.30915975570679,7.98730993270874,10.37380027771,11.5813999176025,8.75503063201904,60,IRAK1,NONE
